order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
42a9e9db32194942a0fcaa41e37a8a1f,1,c56b83d5e1174bd499cd68e52ea57604,fda65349c9c7484aa8321f3f9917e447,,225.59,30.36
42a9e9db32194942a0fcaa41e37a8a1f,2,f0f067d3593b469785d22868122266ad,72e45a138eb643e4b2ec6104a9a5db48,,672.33,40.89
42a9e9db32194942a0fcaa41e37a8a1f,3,b3b0b4a1138046e99892621b3021ab28,7e05d2f9b3a94195aad431af07771a46,,532.67,33.08
f33afd3600a7459ab67a208d635b9aa8,1,581bd2e4bad5475abe25b875e80aa24f,bfa0c30ec0a64a9c921327bbf9550e93,,693.58,36.27
f86ade15709b49ee87fe1da914de7650,1,fd6d1316be834ad6b0e30f84f7722f38,ddf7cf813b51405cb2d62570b83091aa,,873.77,50.04
fbfbe90191b34e9297b3c0a71c92edac,1,066682d7889f4edc99477f95a74cd01d,2e8145b65bc8404781ed219a324ac6d8,,390.88,26.0
fbfbe90191b34e9297b3c0a71c92edac,2,fd8be33b20f24ff79c11258f6a5d3d24,9d5281f77ffe4edfba5ba0a360f7b16a,,175.08,5.24
d331a563877a458d99864b392d4aaa52,1,1d2ae1dcd8ca4f52b6ec59eba0f42e05,b8a87c7c6fff488a9b47400cc9ccaa37,,315.73,9.39
d261b8e0e13640f794fdd979b7eea23a,1,02a746555133423d9b8ba3a770752678,b9c6ae0f7d074cc497aca529b5b6d068,,230.93,52.69
16fe7e8e5fca4f25aff180e5759eeee0,1,436e04498d9b41aab49cb77f08d22e5c,d1b705c185a944a495f14360b43a03b4,,514.16,8.11
164f65060dbe48b1a633c8adc65b183a,1,94cd556183b2499f8466c62b96831a7a,7f3559b2f4ce4799896731ff74488a36,,411.83,29.88
3c7dc9f002e345d2803d1567489044e3,1,fafb2fb7cff241e9a62481e5481e151d,e79d6880d580442c991d6ed870973c1d,,987.56,48.02
22797e35777941b193c4ffd09cb9f83f,1,26c0793fcc5d417ea95fd848e785d089,b2b7a5fca9f5438a99f6d7d4175d7530,,557.05,12.41
22797e35777941b193c4ffd09cb9f83f,2,adf9fb1a3f3b43b49190b9edbd5eab7c,9c1d60f1f2f640f6a30730a61d509188,,875.73,8.25
1629c7dab72f48788054aa6f01817103,1,08ca525b0b5247e8ac5b393b5499d3f6,c58abdb61f6d465e97ae8e3de9159279,,982.64,29.42
f399cea8403e4cb1b103eb88deeafcaf,1,113b3456e4a944c181d2c1ccdeda3a23,9206d0d80b074451add3f8d2d9bace48,,43.06,32.69
f399cea8403e4cb1b103eb88deeafcaf,2,9f322e5a69ee4011bd1853bc3bc20e0a,545df075516a4a8f9e2bb369d00b69b1,,908.96,18.1
fdc18600450c46f3b47506a2b072ced4,1,1806f44c9bed463481ad6897370d48e9,193cb89502ad4481bcb8d27fb950546e,,423.37,25.79
fdc18600450c46f3b47506a2b072ced4,2,5d869a27ec3c45bd8d7ba5313d5f572c,0ad015c383144065bf231732e599bc1b,,534.47,11.09
4b46d78e22eb42ebbb3a9ce19c1494bb,1,42a99f920a444c90891d3f8bcde01771,b231094e5f3f4b488a2719b438f7e3bb,,273.53,37.84
4b46d78e22eb42ebbb3a9ce19c1494bb,2,3eb395435dba4cff8ece2cf4c2cf1361,e6dc888e33824ee9af31a4b066b9ae58,,929.43,25.79
76d907aad9884138a38ad89ce778d5df,1,587b8a49d97048538bec5092551d765c,b6deb99bf94942438acdaa3fc4a62ade,,470.58,15.41
f4fffe57841f4add9132dcd6a0b2eb5e,1,e699bf8185904b0fa2e7907fd85dfe89,7de7ad86590240caa6a382b6e8219136,,843.01,31.21
da5aabe733f742749145cb50eba8fb06,1,65df725083dc4ebe803d5e7df6d3558f,84874ddcdd3b4a7b9df9acb51da517ef,,103.7,45.98
e902395679264a49bfe47b09d1229fa7,1,58b0e4d6e822455985169599ff7af5d2,eae1444e353d4d859f1f03592ada5ec4,,362.74,14.77
4f1ba099e30a4e8fa2d74cc5c7167c24,1,b66b1c9aa105421b9f3a0c7e14447f7d,76d6f48d14ff4a19a7abfdbd888316d8,,972.74,21.34
f0f9e1ea067247a280ae47e2d424cb56,1,e5a5cf2ed2504e08a4384fcf23c9e5a0,68fa237209774b19897eabf527406ca1,,522.93,13.04
f0f9e1ea067247a280ae47e2d424cb56,2,1c68e1366e9d487ab94cfc248c470544,f1e2dba862c94fb28ed7fa8ac5701950,,329.81,44.62
b700ae7224584b25a33f1dea91af544f,1,6d29cdbce4534ac3a8327b8776f6eff7,9f3bef7721d54a6093a312bb412da9f8,,607.41,58.19
39a85eedc1bf4c0b924336a9772e1522,1,9b0da25d93de47e9894c77907cbc370f,53028ff854b446a59bbe78d55638fcbb,,525.32,57.16
39a85eedc1bf4c0b924336a9772e1522,2,846482f6466542fcbf5ec5de211cb67a,538abf74465d44418873bc93782111e8,,926.14,50.04
8ece4bce52584607bc26406322968c88,1,c31464094ada45a3a077b2f1bf28c323,afabb6a9a0974cef90c4e7abf925fe4c,,481.46,18.73
8b02936ea52541aaac2e769e9865ca47,1,58b90e5e0e7e4c98a13bd0a3e5a455ad,7682b38d9c7c4ffa8eba2ec4b8197cab,,350.78,22.59
6a76394b7b184d05a06d50a6cad41c58,1,4404101de1594186a902e7f995a90403,b90cd48b9a314889a602b03034ca8290,,426.16,59.63
85c8ebc01a4d449582880b4e0718e840,1,b0eccf72e5a74d548bb7b6b81bc0735c,4d1b78bcb713449fb1db63d53ce7a2eb,,664.31,46.3
86eb971553964411ad7cabeaa101b7ab,1,8efac2d645004baca4f6a2ee2d1cfba5,c5c5ce0d00af40e195961c1b3670a418,,19.05,38.47
86eb971553964411ad7cabeaa101b7ab,2,e73b6f0c6c1f4062bedcf4e2fb7e4ec7,35718404ebb64b2995ac524b825bfc04,,508.86,16.52
5573a26bb63f4ca9beb59acb5a0a2286,1,506546399b3742f4980a3e693be74204,1c46d6578ca8434899573288a2b30308,,231.01,28.87
988d24f84a7d4794a462babab25b48c4,1,0061f234359045e9bd07c4112c6e6e9d,51e0ccf6981e4fc8b0f06eef93717c98,,761.71,22.6
988d24f84a7d4794a462babab25b48c4,2,4c3d820727f6468882e31a17711ab8f7,560b8582656a417d9f8b676cb6e9d4ee,,433.94,18.67
222597f225764258a8b309c71512aa18,1,0d9bb71385284653baabf15ee498f90c,bfca0f2c72de42fb9965276847f183e6,,747.99,23.93
3c4e61f61b204ed2864ec96583189f9c,1,a56a4cecdf2f4221a36e79f2b5716931,f826e475481b4a9cba760b572665fe62,,855.47,47.76
54fdbf5a181d43d69cc46f91264c12d4,1,51e0615611eb4c538d482ec265e508cd,fb8697bbb5d347e59679ca2f149d4945,,307.55,58.44
438b0fad36a946f78cbe6be9253cf3ca,1,d3e1e370831144da94c8f6797297df68,98a419fcadc04b028f4ebd4621e59f5b,,771.51,29.86
da0b390e00dd4565acc62bf0459d5a4e,1,c50853addbfa40318898b7d0448abacc,14c5b4ca90c941a89c787f27f7bb7c00,,864.84,53.06
ba4e5d02ff724b40afed903b871f1ecd,1,b1382a6063444aa39d380c7b3954dddd,a2d5d6cf963f48ca95da9eca0976343f,,535.06,57.4
ba4e5d02ff724b40afed903b871f1ecd,2,c7a2ac18a94e4c7cac0500f7c8295c23,77398c10d7e142849387b4efdb264405,,408.3,34.45
f78e9457e7984254b85cc62ed62eee04,1,2b55c0c3984c4ec7aff255c52b07e033,4cae3a2904334c0498af9481e63f2cae,,210.4,14.14
b4bbe7f04d874610a30d776f6e2e5720,1,cce713eef8234cf9b38d010f80dca13a,2340c8066aa041ffaeaa40860d8a0fa8,,741.5,54.94
d703ec8c69bc4b7f8aaa9ea84a569120,1,36be31b110314ee0a3a8a8c04d13a605,724075f5e89c4116b720a4031ef4067f,,118.9,33.89
7c250f68e3824e45bb411c57eb269f70,1,aa6548cad1114b7b99a58c1c508e4779,8c00ffebf864416fac7a9c0e3dc6a5b5,,169.0,56.13
6820038b12134f1bbd25cff851b0bb7d,1,42146a3830f2482cae102fd8e8a2d256,dad4b81e449e400abd08dd5ec8b32278,,383.96,56.45
c803ba4e714f414e9c152a56990f2a74,1,b32457e1751b43e392c0babd8987d139,7114c78d9b8c468998a8ac543ad4d8c1,,486.49,44.78
c803ba4e714f414e9c152a56990f2a74,2,066682d7889f4edc99477f95a74cd01d,e9d3274ec71d46cba7d484f9220fdc28,,953.05,59.87
c803ba4e714f414e9c152a56990f2a74,3,42146a3830f2482cae102fd8e8a2d256,48ebd5c6f06149429ae04604e6bddb0a,,474.6,16.5
6b1676c85db7413cbdfe9b619c090b71,1,3b49a7ae86a74e52bc0cb8f13ef7dbaa,7541732a8b4440188e68072546b523f0,,993.54,30.83
8beaf06dcf534d4eb836f75b5d0bb2f9,1,9f322e5a69ee4011bd1853bc3bc20e0a,71c401683ab54ab0be1216655e4a4236,,871.46,15.2
8beaf06dcf534d4eb836f75b5d0bb2f9,2,2a97307ec82b45658a5aff5321a6b307,5d632322c86e453981a4a583d231b59d,,104.92,59.5
808cabd649d943aa8f6bae1d74f1cee4,1,8d3d1128281249318907db24cb4e2802,d5a4031935474c4896f14eae2b068347,,798.46,13.53
15e66b1117f74d7e9681f902f4e50a70,1,4c3d820727f6468882e31a17711ab8f7,9ebfe547646d4144bfcdb953cfe7cf59,,287.61,47.45
15e66b1117f74d7e9681f902f4e50a70,2,4c7d14b175734e92a4a9ccbcf1e90669,03a3520395dd432da751340e946708c9,,963.28,56.32
cd0be43642b142e3930dcccb9323382a,1,7bf39797a9684b26a8f40c054b57df58,f948f1f692444b39bbf40a7dfeff0f9c,,515.22,43.35
cd0be43642b142e3930dcccb9323382a,2,213223f4bf9e4a14a4c0616906746deb,775d994c9e2b4e28a926965c3393b92f,,939.55,59.94
e5de0806ce3f445bad86067c6f6d371b,1,304b35f966704a8a8a8be97aff63ceff,a4faacf51bfb4e36ab4383860c4c3878,,248.15,36.89
b9066cbd38324cbbad84390bb040b373,1,ed509e9b16b24a039d732d2ac6c31fbf,785dc2fce7494dd59acd1c3a4ada9267,,912.22,24.83
b9066cbd38324cbbad84390bb040b373,2,87fe4437ddaa4610aa167ede7a575384,5281b7bce1e545788104499f2f2c4f66,,374.28,8.54
c2fc5402be65410fa57a81db623dfd55,1,e2e792c358e64938ab3ea7321474821e,7679f0336c6a49ffa8bebec553ad6ce3,,325.01,54.36
4eb201e2906d4b478348ece3bce093d7,1,7601e214ff32470dbd1769ae931cc1ab,a40012bb870d4f4bbe0c08a210680083,,246.55,19.37
4eb201e2906d4b478348ece3bce093d7,2,e79c3bdcc3f64d679317c51747ba2b79,07b3a43e79884285a13e0fcd5f918d73,,60.55,17.77
aa4658762f914a1c91faef128d7d961d,1,4fe60080d35c410a9e4c012cd571d850,c4ef47b0c2a2472796873e52046dd548,,210.9,55.32
c3d73e6356f044da8337e7eee916394b,1,d22300a530494794b9a28641eb9a8b40,a20d4572beb447b7ba184e365b145723,,480.0,22.95
0ac7f7d3c25245b186b0298ef33c8385,1,9b35b0535db34c3ab96ffb08483a938f,80c676c8c3c44a6088a93f56daf0048a,,18.88,59.11
4499c87e5e7845e1b647ca63fd3d0187,1,36b2eb73638349de81bfc44a603b8a40,3bf8d7e6d5c941279a3f73498f07ad7b,,551.1,25.92
d1e98e70651347ca96f3c7a5ad47416a,1,8ed053c2783d47bd8e7bef957daa58b4,eafbff20037141ae823299b55b35ad7c,,829.94,32.71
4942b33af264498681de565dfcc0f21e,1,465d7d7acaa34c2c9918e01c0d90abef,a02b393411a646e3ae8c3b6a54bd4504,,147.79,15.71
4942b33af264498681de565dfcc0f21e,2,9d47f5083f364dc2a0ea72c0a450731f,161e251fc8f24600bbdc84049d5c2c4e,,741.65,25.17
706328d654344686b1bd1e94c986ae8e,1,0b985ed01fdc4c9a83c30e004490394b,d9c94d6ac53a4e05ac5152acffd0b114,,851.83,27.43
ab37d3f66ea14642bea7bbeba813ef4d,1,c5ee35ef123f45e2a3dd010fdee71f41,556f33f1cdb1457c9ec16384bea22ec2,,299.15,39.38
02b74a8041ad427abcde5cdfc54dd78a,1,c5ee35ef123f45e2a3dd010fdee71f41,44557eef557649f9a67fc6af445efc48,,59.93,42.4
bdd6970c7e8b4c9abd5006519b0c9a89,1,43da9f90bbbe4f1593dacca7aef8f069,c71197ff723243f6b1b02b79b4a77d47,,542.78,16.6
bdd6970c7e8b4c9abd5006519b0c9a89,2,e699bf8185904b0fa2e7907fd85dfe89,c1b47ac47166428cb49f7cb88343c36b,,178.2,24.88
8ef5a57879394fbeaf90b147d333f05c,1,be81816fa13e4bef859aee3c3c8936da,a1693e9bb9dc4724b3feed61ea81da54,,601.91,40.81
166f2a7a6e4c4f64a5c7c196f3ce271f,1,1a74f184cf2c4ab9a79acb9e3ad5a0ae,c100aea71a5a4a37bdfc26045cf9f9c9,,933.48,41.54
96b3b55c82ef44649f92c39c57adcccd,1,165e1208dca74f90b37e0ed94f3da87a,b6d71b7d36164522a54e33dd54826310,,402.56,18.42
a1185763cb454b9480d2ca6d567c26cd,1,b00ad79c43174bc9a2b75a9aa3b57d32,8125b699d2124e348b2ab158c615a750,,393.47,10.67
a1185763cb454b9480d2ca6d567c26cd,2,a6ca43f674a148599316e1c0b2c1f415,61c0d4b01535442588eea471a14717b0,,746.68,58.21
8d6ab704bc9d43b2a259927804326e72,1,a9de93fc3ffe4ae1bf74bffefced4181,c0b0b359703142be962ff5e5b722881e,,24.04,56.96
acced7bd8c3a4225825bfeb4f601e6f0,1,8827650246aa410b8436aed77209138d,c80856d00e6d4cfa905914c7fb921ab5,,318.38,7.7
acced7bd8c3a4225825bfeb4f601e6f0,2,97dea273ff884e4db5e053b7c0975e62,8d67cfcb8e994d818300baeae51fb57f,,811.74,48.06
9381880d4f1b403fa4453856709604f0,1,970aa600a458438794ddb4e4570e82a7,d1e3dad60109476dbd1bbd6598495c80,,575.15,39.74
63b1051ea08148b784be67fc452f1a08,1,b41fb0d6c3e14acdafc8f11e4667e04f,1e22e7a3637f471c8e60acaa1fc60183,,261.49,40.86
af83308c52044c9785c1da3b2453d965,1,0f3ef6d2be3e4b248279ac76f6cca763,34832561976e43698b1581bc0991eb7d,,44.12,56.85
ea26d3c22e7a4dbaa984c65cf57e90dd,1,7f235c458507454fb61c5c110a8ed486,e699feed71da4d95936f16b976828a10,,692.68,26.35
f029b3f5a0f74242933e58094fed958d,1,0f56eb7461e74f04b87b34358f2e013f,df323cc27afd46359b148d8302a73624,,437.12,59.16
78102a6740bb465e9400e612a3b4c310,1,abcd14d774f44afd972f7bc6fad6e0a3,ec9995c6ca7245a99aa44b9bc11814bd,,281.28,51.04
78102a6740bb465e9400e612a3b4c310,2,69d0794ef36e410b998b4969954913a1,706445d1e0ef40358476f84cc94f5b66,,81.55,46.26
78102a6740bb465e9400e612a3b4c310,3,4ca5f2e3c57e4d5699f18165e88e3c50,d7ff80febb794b9b8f9e5c4ca7f71617,,639.2,29.95
0797a7a5d3bf4577ba46dfd5a7d5c630,1,3ac6760eb4ff4f9493e38493148b60fd,920cb3d82e1742d98299249b93b306d9,,951.71,13.37
0797a7a5d3bf4577ba46dfd5a7d5c630,2,5f8ff11266e34f9caff0bb5ecc0c9024,4102ac74182b4acb9f5033a0c8730aa0,,579.09,9.18
153af5b66200472e874a9f15f0a9abc1,1,a151218918d64c678a0b9f56c8306f3a,2b265b71f430470f81e459d268c3217a,,11.71,22.17
153af5b66200472e874a9f15f0a9abc1,2,8ed053c2783d47bd8e7bef957daa58b4,993cc6f7eea340fc9c058ffc06f5578f,,88.9,26.05
84da9b0223b34f0e8752a5811d3b45d8,1,29f3b61a5f2d4c4f80468b6ba88e3d8e,2e24ae2752ef46ab88e14317b9b6bc5e,,749.88,45.69
84da9b0223b34f0e8752a5811d3b45d8,2,512ce49517104bfd913db52b286fbc9b,2402849010db4ccaab9f4ca63e70df63,,69.43,52.65
84da9b0223b34f0e8752a5811d3b45d8,3,8bcb730f3f7147eaaa1244de8024b089,123c20a176404d74b4249d728cc37561,,15.97,28.04
64caf629b53e45c6b4e64ca865a25e08,1,3feca4a42f6b474cb5bb25dd17d4579d,1452d2a29ae84f4b98fc73e2233cd076,,447.68,38.69
667a257cbccb46cd9e167a4c09982fb7,1,fd8be33b20f24ff79c11258f6a5d3d24,1df69204e2404db7b8acba11aba95d52,,830.92,39.33
b67a2542f35f422a932884e4d36074f4,1,6cc46ce0d2e74c4ba00819d99e14447e,66d945f10091440f95947d5c753b51f9,,385.84,50.14
b67a2542f35f422a932884e4d36074f4,2,b2080f2474984113821695bc32aa9350,8ced5788bb8e40ac8bfa4fad9af3c7f7,,319.04,8.99
3d3efc8357be483090b98064e5c21501,1,9df98eac15e4496299cf3fc0363994f0,fbd6cd95e3f742d486e1bee0ce159ebd,,630.12,35.01
8084d0bfa3ce4c61a951928375aef1c2,1,436e04498d9b41aab49cb77f08d22e5c,d1b6b5c09b214487b581dd8cea2ef151,,874.8,17.15
4079bd0733a643659ac891b52d73621f,1,1a5a918527574a2aae1eef8806d4408e,57a45b245c624fc6bf3dbd83d9d5de8e,,85.29,24.2
4079bd0733a643659ac891b52d73621f,2,f72241d084e14dee95f64f7912eb517d,eb6d271dace44a61bcbd91428bc33353,,185.82,42.58
ecd0d563c1fc43fb8c5b79159cc412a2,1,a354fe66e437442d8d4c44876876e854,e4145bb383a6479e90fec8134292be14,,776.34,36.47
cf261747f7584bee9549c1d394096488,1,d1aaa3a6ed76465287d1392e8143c6b6,4f3737a8061740d8b7766e1b2caea305,,261.6,50.95
31ce81a97edf4b56b2607a9929f2e140,1,cf2c5b63f20440a6906517a623128116,e99cd811edfe464d86ed3fa3c0219bfa,,76.89,55.88
01156fd792894645b8cdfccf4826bdbf,1,6d962adc27a24233bb8a198c9ae4af25,b279a93f313047bbb876cf451b35a541,,179.72,33.37
1c68e240283c4b71b59c8ba1b5fbc178,1,0c193ccfd367453ab7f4b1eee8cd75ea,ce86253b46a34c3c8c16c6fa58b4473d,,664.51,6.4
c9f805bc2ed6482ba3e3db7030406ef3,1,37f95a10a98541a2b015bdac0bf2d988,85dd6008220f4458a430f9678ed5fc81,,751.44,51.23
8191941a4b2a41d194338805b86a9acb,1,ed509e9b16b24a039d732d2ac6c31fbf,8f916ab4b0204e8db633dfb812dba5d1,,259.96,23.69
8432380439e744878ddf454f02e4fe46,1,5104f683673c40aebd893afb80e78ca6,a90eba141b5b433e9b20090730fae3f8,,207.11,11.71
8432380439e744878ddf454f02e4fe46,2,fb833ba667e8467e83e1d5a736fc87aa,82af0cf1c9ac43df8eebe347272c38bf,,89.67,30.03
8432380439e744878ddf454f02e4fe46,3,6df08f7a2e10411295a41ace322dd867,db2f478af69241e49b85641a438fab2d,,323.52,19.05
e7aa5a2ab890480b95620360a1b5958a,1,5d6b813ac9334e12b1d3b240524aa9dd,f210592458544ffaac410d7da76f789a,,567.18,48.98
e7aa5a2ab890480b95620360a1b5958a,2,acf142f859c747fd83f5d00f580e89c2,834ba75d34054e4787e7ed5e4c884e48,,697.95,21.1
1b5fa7a01a874792827d96048a36f181,1,6e4b7f6e336b4ed7b6937df09d16ace3,b214dd429cc8489f9bcc415dedda8511,,164.95,50.14
1b5fa7a01a874792827d96048a36f181,2,066682d7889f4edc99477f95a74cd01d,2dbe8ec20a8642de94ffad74779564dd,,512.47,41.93
4d947d64c0f54de1a3ceaff86e4064f5,1,b4c8198c3751494ead84709614ca7ec3,c33770b6b8c7421ba6053c16a644f9b3,,788.18,14.95
023633a848074b18b2080b14ebc93c4c,1,54597c20b91142ef80a9d07471fe1fd2,e665a44bbced47f9a303d2bb8d3fb79f,,999.31,24.48
bb08a695f0a34fc880eb763628c8c17c,1,de3dc0e5d48740c29b846c65ad899890,910da26674f84dc0baf16707f009c131,,874.11,35.11
1bfe0e643c5446dfa40bdc4d57cf7aa5,1,9b0da25d93de47e9894c77907cbc370f,cd3ac2df6268444ca2287d7f3416c4e5,,166.24,38.4
6043e2d77db640a593722527638dc90c,1,fdab13853fd047b3b56f9317736cc9bf,34fd51a3e15e4533bb240608ae980d7c,,54.93,23.02
6f494b96c1464a3490fbefd4f98ee498,1,77cefb87df1349618a48c0ff4492e524,61972898eefa444c9c59f5017bd66e96,,235.59,44.19
02fe16e7bd4140d5b40369348fd4c75a,1,db9a7f3b0c2b4fd3b626055fd1d718ca,d5f034d645584a3abf0aa31e503b6a18,,604.04,17.74
0006d2f105e14a81b41a0bd8488b7017,1,b41fb0d6c3e14acdafc8f11e4667e04f,23e4703ace5d43c28603fda4398e5f0b,,63.54,50.01
96b3842b93b248a2a88ee3bdb722ed2a,1,42a99f920a444c90891d3f8bcde01771,7a5765c578f04d2d866283c7cc202bbb,,371.62,45.8
81fa2436051d4433bccf2830eac797da,1,b32457e1751b43e392c0babd8987d139,f45242d418f9406da13dd134c9f8895d,,604.25,49.77
e767fbeb7c844680a2eff4e8e30bc273,1,b41fb0d6c3e14acdafc8f11e4667e04f,a076ff862f5a4823b38bebb68e623daf,,565.44,32.82
e767fbeb7c844680a2eff4e8e30bc273,2,970aa600a458438794ddb4e4570e82a7,e477b197dd864338bce6e9a75d7fbbf2,,302.63,46.73
1deb146062b84a198857dad71a988103,1,3269efffb0b04d46b5ee24f37fa189a8,8f97f8aa2e224416b528fd64bd329bdc,,969.67,51.19
1deb146062b84a198857dad71a988103,2,957dadb58f9546ff931677d05532192f,6876fbe36dda4714a78e602994977cbd,,645.83,24.51
1deb146062b84a198857dad71a988103,3,1806f44c9bed463481ad6897370d48e9,2622dbb41bb044f2a1cbdf9ec6696a0c,,600.06,37.55
b36550705d4040eca723731959cae6f8,1,3ba7df21f08a4fa088a5dbad484a0870,79f3e7c710344cffaa0ccfd2a5669cc5,,566.42,24.6
75ae4135b2a44113949a26162e085087,1,5ac2199f5d07448191b6dbb71bfa6a42,ed409873cddd4c88967d12a7c7ca2098,,232.42,6.45
919f0306e645488f872efca4b6b4bcbb,1,49fc91bfa0e64fe584abe49707fd4573,a3412eae489a4b6ea538ada254c031f2,,822.82,20.81
4390a27a7fbb49deb0da20ffc8e11e24,1,51e0615611eb4c538d482ec265e508cd,366ecfac58704f348789d3293d2066f8,,831.09,37.49
e549f6ce9597495e99819e73c1fc74e2,1,0949c3c990f14484a895000de4233920,e3a978194c5c4d9c9c54cd8320344423,,813.92,23.3
c332fc1a9c35442ca6967728d80f4ed8,1,2eabb71003c647d28b61ebf513796923,84cc1c5ecad741ad8d7f2e70d687ed6e,,279.56,41.91
c001e19da4a146bdb62415c2a70a1a12,1,f291ac391a6949adace4ee6a6030b01f,97a73fef1c2a4ab690d41fcf161b3562,,114.65,37.15
c001e19da4a146bdb62415c2a70a1a12,2,b22024318d8d4cb983379d1c0d0370ed,3cfea122cd5e4f31ab58d3a3d6edf9b3,,321.7,35.64
d68a054a00724ed983445a04b02f2266,1,c2727346aff0479aa71ff25a85b079e5,f1c1b83a3daf4b9286fe448f3546d60e,,493.24,10.76
d68a054a00724ed983445a04b02f2266,2,e82a2404d8d14221865bcc2044340fdc,bf1a7ac12ec84a00a59b9db31f16b52b,,61.37,18.92
4d40150e212445058fab2eb8984d87e1,1,bb601fd336e642b098ad187649fdf385,087ecd1024594e4cace64a2250ff58dd,,693.86,36.24
07c574ef5d4349b7923e24698e7d44bd,1,9f5b44fe48f9449e96013960e9a6672c,002ddbcba3e84ec9b6aadbed6492a8d4,,133.53,56.68
8a763fa8f87849b7949c50b7bf32d485,1,e7e29888993a42b38aa251d56b6f18e7,d46c84698a9b47908c6d8645a23a6573,,39.17,44.05
8a763fa8f87849b7949c50b7bf32d485,2,b4c8198c3751494ead84709614ca7ec3,95effbce0d9d472686226e9332d8d1b1,,400.44,42.38
