event_id,order_id,status,event_timestamp,seller_id,notes,customer_id,order_created_at,expected_delivery,channel
422,0154ee9f29c04b7eaae69d106c6feb68,delivered,2018-05-20T18:15:29,48603b32b4fb4eb989c13de73b4206c5,Signed by neighbour,3d67cde9283444c094c8b3b4a911d192,2018-05-10T15:15:29,2018-05-25T15:15:29,mobile
2647,0166df56b2eb4cc9acce5299f99df749,created,2018-10-11T21:31:51,,,e33fc52c457043e4a53c8f74a5076897,2018-10-10T15:31:51,2018-11-01T15:31:51,mobile
2648,0166df56b2eb4cc9acce5299f99df749,approved,2018-10-13T11:31:51,,,e33fc52c457043e4a53c8f74a5076897,2018-10-10T15:31:51,2018-11-01T15:31:51,mobile
2649,0166df56b2eb4cc9acce5299f99df749,processing,2018-10-14T12:31:51,f0533851dce042bb87edea0271e4dc42,,e33fc52c457043e4a53c8f74a5076897,2018-10-10T15:31:51,2018-11-01T15:31:51,mobile
2650,0166df56b2eb4cc9acce5299f99df749,canceled,2018-10-14T13:31:51,f0533851dce042bb87edea0271e4dc42,Customer requested cancellation,e33fc52c457043e4a53c8f74a5076897,2018-10-10T15:31:51,2018-11-01T15:31:51,mobile
411,019fcceff2004edbb686fc6a16821ec3,created,2017-04-06T23:53:58,,,96a9954fdc3341f98c1f55ab715629ee,2017-04-06T07:53:58,2017-04-23T07:53:58,web
412,019fcceff2004edbb686fc6a16821ec3,approved,2017-04-07T19:53:58,,,96a9954fdc3341f98c1f55ab715629ee,2017-04-06T07:53:58,2017-04-23T07:53:58,web
413,019fcceff2004edbb686fc6a16821ec3,processing,2017-04-10T11:53:58,9191b3634e2d4645adc7cac7fd72b050,,96a9954fdc3341f98c1f55ab715629ee,2017-04-06T07:53:58,2017-04-23T07:53:58,web
414,019fcceff2004edbb686fc6a16821ec3,invoiced,2017-04-12T01:53:58,f5c9b0479c1045728f6b40d09efba58b,,96a9954fdc3341f98c1f55ab715629ee,2017-04-06T07:53:58,2017-04-23T07:53:58,web
415,019fcceff2004edbb686fc6a16821ec3,shipped,2017-04-14T19:53:58,c342bd2bf295456e99675f06bd767e35,,96a9954fdc3341f98c1f55ab715629ee,2017-04-06T07:53:58,2017-04-23T07:53:58,web
416,019fcceff2004edbb686fc6a16821ec3,delivered,2017-04-16T06:53:58,43bfd93136054f54a021c0ca3531968d,Left at door,96a9954fdc3341f98c1f55ab715629ee,2017-04-06T07:53:58,2017-04-23T07:53:58,web
7839,01a7364617664b288fd493658b0c6f1d,created,2018-01-25T09:48:12,,,c19bf99052474092993eeb082fe26180,2018-01-23T22:48:12,2018-02-07T22:48:12,web
7840,01a7364617664b288fd493658b0c6f1d,approved,2018-01-26T17:48:12,,,c19bf99052474092993eeb082fe26180,2018-01-23T22:48:12,2018-02-07T22:48:12,web
7841,01a7364617664b288fd493658b0c6f1d,processing,2018-01-27T13:48:12,6508f5c429944775ba4b90e3fdf26daf,,c19bf99052474092993eeb082fe26180,2018-01-23T22:48:12,2018-02-07T22:48:12,web
7842,01a7364617664b288fd493658b0c6f1d,invoiced,2018-01-28T08:48:12,4bf5cf0e97a142a29606be66a2a2d1a6,,c19bf99052474092993eeb082fe26180,2018-01-23T22:48:12,2018-02-07T22:48:12,web
7843,01a7364617664b288fd493658b0c6f1d,shipped,2018-01-30T12:48:12,a3fe085b81b44b37a98b4ff499ff70c6,,c19bf99052474092993eeb082fe26180,2018-01-23T22:48:12,2018-02-07T22:48:12,web
7844,01a7364617664b288fd493658b0c6f1d,delivered,2018-02-01T02:48:12,403e3ee26d3041b9b7dfc57149102c10,,c19bf99052474092993eeb082fe26180,2018-01-23T22:48:12,2018-02-07T22:48:12,web
247,01ab6118b7c54a0daacca1f0b388a09c,created,2017-08-10T14:26:26,,,f5b78cc7e6b349448b323e357922bac2,2017-08-08T02:26:26,2017-08-28T02:26:26,marketplace
248,01ab6118b7c54a0daacca1f0b388a09c,approved,2017-08-12T20:26:26,,,f5b78cc7e6b349448b323e357922bac2,2017-08-08T02:26:26,2017-08-28T02:26:26,marketplace
249,01ab6118b7c54a0daacca1f0b388a09c,processing,2017-08-13T04:26:26,a8aa71582b704525bc67f831cbc84759,,f5b78cc7e6b349448b323e357922bac2,2017-08-08T02:26:26,2017-08-28T02:26:26,marketplace
250,01ab6118b7c54a0daacca1f0b388a09c,invoiced,2017-08-15T10:26:26,a9f2533683f449a988a639d015b52908,,f5b78cc7e6b349448b323e357922bac2,2017-08-08T02:26:26,2017-08-28T02:26:26,marketplace
251,01ab6118b7c54a0daacca1f0b388a09c,shipped,2017-08-17T12:26:26,17e8392a55ce45db9e87e04ca2086977,,f5b78cc7e6b349448b323e357922bac2,2017-08-08T02:26:26,2017-08-28T02:26:26,marketplace
252,01ab6118b7c54a0daacca1f0b388a09c,delivered,2017-08-17T15:26:26,3c20592fc04a46c4b3b63fe1d1843324,Signed by neighbour,f5b78cc7e6b349448b323e357922bac2,2017-08-08T02:26:26,2017-08-28T02:26:26,marketplace
2409,01be2fcdbe5e471881058d00cdbde3ca,created,2017-10-02T07:02:46,,,3be8a5df5e934de083ace8751017ab44,2017-09-30T16:02:46,2017-10-29T16:02:46,web
2410,01be2fcdbe5e471881058d00cdbde3ca,approved,2017-10-02T17:02:46,,,3be8a5df5e934de083ace8751017ab44,2017-09-30T16:02:46,2017-10-29T16:02:46,web
2411,01be2fcdbe5e471881058d00cdbde3ca,processing,2017-10-03T21:02:46,8494205c34ef4552ab286d090af57e60,,3be8a5df5e934de083ace8751017ab44,2017-09-30T16:02:46,2017-10-29T16:02:46,web
2412,01be2fcdbe5e471881058d00cdbde3ca,invoiced,2017-10-04T10:02:46,635a11f25c7a483d8a9d2704e860bcb1,,3be8a5df5e934de083ace8751017ab44,2017-09-30T16:02:46,2017-10-29T16:02:46,web
2413,01be2fcdbe5e471881058d00cdbde3ca,shipped,2017-10-04T23:02:46,e1ad640c7463435eaafb9f20783c91eb,,3be8a5df5e934de083ace8751017ab44,2017-09-30T16:02:46,2017-10-29T16:02:46,web
2414,01be2fcdbe5e471881058d00cdbde3ca,delivered,2017-10-06T05:02:46,a605b7c9fb074e938a3731ab0be3534a,Signed by neighbour,3be8a5df5e934de083ace8751017ab44,2017-09-30T16:02:46,2017-10-29T16:02:46,web
3123,01c05679711e427e999697f5f1b0fdf4,created,2018-07-16T06:21:41,,,4580dac208184965b5b8135150830841,2018-07-14T16:21:41,2018-08-01T16:21:41,marketplace
3124,01c05679711e427e999697f5f1b0fdf4,approved,2018-07-17T01:21:41,,,4580dac208184965b5b8135150830841,2018-07-14T16:21:41,2018-08-01T16:21:41,marketplace
3125,01c05679711e427e999697f5f1b0fdf4,processing,2018-07-19T10:21:41,e08644187f3e459b9638613769f35b2d,,4580dac208184965b5b8135150830841,2018-07-14T16:21:41,2018-08-01T16:21:41,marketplace
3126,01c05679711e427e999697f5f1b0fdf4,invoiced,2018-07-20T01:21:41,d457530573b0420d9f2019ea3cd61f5e,,4580dac208184965b5b8135150830841,2018-07-14T16:21:41,2018-08-01T16:21:41,marketplace
3127,01c05679711e427e999697f5f1b0fdf4,shipped,2018-07-22T15:21:41,866cfb2b3754416f8d79132cf362d408,,4580dac208184965b5b8135150830841,2018-07-14T16:21:41,2018-08-01T16:21:41,marketplace
3128,01c05679711e427e999697f5f1b0fdf4,delivered,2018-07-22T21:21:41,5fcc997d1cbb404baccda2af4d64bb63,,4580dac208184965b5b8135150830841,2018-07-14T16:21:41,2018-08-01T16:21:41,marketplace
8253,02139c099320499380268ed5c3978788,created,2017-05-16T22:00:17,,,b4586ea415b84fa68fcab2a910fb436c,2017-05-15T15:00:17,2017-05-22T15:00:17,marketplace
8254,02139c099320499380268ed5c3978788,approved,2017-05-19T16:00:17,,,b4586ea415b84fa68fcab2a910fb436c,2017-05-15T15:00:17,2017-05-22T15:00:17,marketplace
8255,02139c099320499380268ed5c3978788,processing,2017-05-22T12:00:17,c5ddf57425434b1a86ec9e60e4433474,,b4586ea415b84fa68fcab2a910fb436c,2017-05-15T15:00:17,2017-05-22T15:00:17,marketplace
8256,02139c099320499380268ed5c3978788,invoiced,2017-05-24T09:00:17,4702fe755e984fdf8a3a1171a432cc60,,b4586ea415b84fa68fcab2a910fb436c,2017-05-15T15:00:17,2017-05-22T15:00:17,marketplace
8257,02139c099320499380268ed5c3978788,shipped,2017-05-26T13:00:17,a67155cd76e94fdc87e4b3f364ad2b39,,b4586ea415b84fa68fcab2a910fb436c,2017-05-15T15:00:17,2017-05-22T15:00:17,marketplace
8258,02139c099320499380268ed5c3978788,delivered,2017-05-27T10:00:17,576b67e3eac7457bbc96fd06ce8b30ce,,b4586ea415b84fa68fcab2a910fb436c,2017-05-15T15:00:17,2017-05-22T15:00:17,marketplace
7207,023dfa00bd3e4e50b645f4175833eff0,created,2017-03-13T21:06:35,,,a6e997aed9094489b22929b66f246189,2017-03-13T08:06:35,2017-03-20T08:06:35,marketplace
7208,023dfa00bd3e4e50b645f4175833eff0,approved,2017-03-16T04:06:35,,,a6e997aed9094489b22929b66f246189,2017-03-13T08:06:35,2017-03-20T08:06:35,marketplace
7209,023dfa00bd3e4e50b645f4175833eff0,processing,2017-03-17T07:06:35,b382c1aeffec44ebbab742a14cfa4f8a,,a6e997aed9094489b22929b66f246189,2017-03-13T08:06:35,2017-03-20T08:06:35,marketplace
7210,023dfa00bd3e4e50b645f4175833eff0,canceled,2017-03-17T18:06:35,b382c1aeffec44ebbab742a14cfa4f8a,Customer requested cancellation,a6e997aed9094489b22929b66f246189,2017-03-13T08:06:35,2017-03-20T08:06:35,marketplace
1829,02a87f456fd945e5bfb826823f6600cb,created,2017-04-28T06:28:02,,,7f05fbf5efca45779aa6f7cb90c7e6ac,2017-04-26T13:28:02,2017-05-07T13:28:02,web
1830,02a87f456fd945e5bfb826823f6600cb,approved,2017-04-28T08:28:02,,,7f05fbf5efca45779aa6f7cb90c7e6ac,2017-04-26T13:28:02,2017-05-07T13:28:02,web
1831,02a87f456fd945e5bfb826823f6600cb,processing,2017-05-01T04:28:02,13eb22c9bece421a94c7743b2401342a,,7f05fbf5efca45779aa6f7cb90c7e6ac,2017-04-26T13:28:02,2017-05-07T13:28:02,web
1832,02a87f456fd945e5bfb826823f6600cb,invoiced,2017-05-02T09:28:02,51cbf9e5fb7d4ba198c88c483ced4d1f,,7f05fbf5efca45779aa6f7cb90c7e6ac,2017-04-26T13:28:02,2017-05-07T13:28:02,web
1833,02a87f456fd945e5bfb826823f6600cb,shipped,2017-05-04T05:28:02,f68c62e6e2a44909a2dd22d52afaab7b,,7f05fbf5efca45779aa6f7cb90c7e6ac,2017-04-26T13:28:02,2017-05-07T13:28:02,web
1834,02a87f456fd945e5bfb826823f6600cb,delivered,2017-05-07T00:28:02,ab86bafdb57e488392586d9016b6bf61,Signed by neighbour,7f05fbf5efca45779aa6f7cb90c7e6ac,2017-04-26T13:28:02,2017-05-07T13:28:02,web
7331,030c1bf07aab451fba88a856f14cd75b,created,2018-04-24T15:29:23,,,111ac671f5934884980f65609cf540d9,2018-04-23T22:29:23,2018-05-10T22:29:23,mobile
7332,030c1bf07aab451fba88a856f14cd75b,approved,2018-04-26T21:29:23,,,111ac671f5934884980f65609cf540d9,2018-04-23T22:29:23,2018-05-10T22:29:23,mobile
7333,030c1bf07aab451fba88a856f14cd75b,processing,2018-04-27T04:29:23,23eaea4f690e4ee88152caf60f29301d,,111ac671f5934884980f65609cf540d9,2018-04-23T22:29:23,2018-05-10T22:29:23,mobile
7334,030c1bf07aab451fba88a856f14cd75b,invoiced,2018-04-27T23:29:23,2906567dd28b429abb1e5e1324cf8629,,111ac671f5934884980f65609cf540d9,2018-04-23T22:29:23,2018-05-10T22:29:23,mobile
7335,030c1bf07aab451fba88a856f14cd75b,shipped,2018-04-28T12:29:23,f9f8f5f4ce964887b8db37f6c3bc5ca7,,111ac671f5934884980f65609cf540d9,2018-04-23T22:29:23,2018-05-10T22:29:23,mobile
7336,030c1bf07aab451fba88a856f14cd75b,delivered,2018-04-30T02:29:23,642830f33e124f2bba74ed0bf36ee0b7,,111ac671f5934884980f65609cf540d9,2018-04-23T22:29:23,2018-05-10T22:29:23,mobile
593,03650c710f284d408f6952a942d1b691,created,2017-07-05T23:36:42,,,9c2e58deea4e461793f8382b8fb864e4,2017-07-05T04:36:42,2017-07-10T04:36:42,app
594,03650c710f284d408f6952a942d1b691,approved,2017-07-06T03:36:42,,,9c2e58deea4e461793f8382b8fb864e4,2017-07-05T04:36:42,2017-07-10T04:36:42,app
595,03650c710f284d408f6952a942d1b691,processing,2017-07-06T15:36:42,a2a9d4d8102e4de5a5cc8bf738ab854c,,9c2e58deea4e461793f8382b8fb864e4,2017-07-05T04:36:42,2017-07-10T04:36:42,app
596,03650c710f284d408f6952a942d1b691,invoiced,2017-07-07T19:36:42,b379cb1ee8cd40ccb6da3ca0d2e82f38,,9c2e58deea4e461793f8382b8fb864e4,2017-07-05T04:36:42,2017-07-10T04:36:42,app
597,03650c710f284d408f6952a942d1b691,shipped,2017-07-09T20:36:42,1dde7969688643dba6348e784d5c55c7,,9c2e58deea4e461793f8382b8fb864e4,2017-07-05T04:36:42,2017-07-10T04:36:42,app
598,03650c710f284d408f6952a942d1b691,delivered,2017-07-12T02:36:42,0986bbebf23e423d8b9bd93423c86d30,Left at door,9c2e58deea4e461793f8382b8fb864e4,2017-07-05T04:36:42,2017-07-10T04:36:42,app
1871,03b77562e5db42c8976a69492ec5447f,created,2017-05-26T07:47:46,,,34fadee106964d4898d42238331de35c,2017-05-24T22:47:46,2017-05-30T22:47:46,app
1872,03b77562e5db42c8976a69492ec5447f,approved,2017-05-27T09:47:46,,,34fadee106964d4898d42238331de35c,2017-05-24T22:47:46,2017-05-30T22:47:46,app
1873,03b77562e5db42c8976a69492ec5447f,processing,2017-05-28T10:47:46,fa2074034ab447e3a36076812bbba89d,,34fadee106964d4898d42238331de35c,2017-05-24T22:47:46,2017-05-30T22:47:46,app
1874,03b77562e5db42c8976a69492ec5447f,invoiced,2017-05-30T13:47:46,1d91fe39d8014004b93bed1b14f9c394,,34fadee106964d4898d42238331de35c,2017-05-24T22:47:46,2017-05-30T22:47:46,app
1875,03b77562e5db42c8976a69492ec5447f,shipped,2017-05-31T17:47:46,788fd0cd65c04b9388edabdd4ef03f80,,34fadee106964d4898d42238331de35c,2017-05-24T22:47:46,2017-05-30T22:47:46,app
1876,03b77562e5db42c8976a69492ec5447f,delivered,2017-06-03T04:47:46,43d75413a9394bd1a516b0d47d3572cc,,34fadee106964d4898d42238331de35c,2017-05-24T22:47:46,2017-05-30T22:47:46,app
8729,03c79d03a95c4e92a64c5f57abb29f8f,created,2017-07-13T13:11:09,,,897e2ce54fe34b6dbefc5196512b4c10,2017-07-11T03:11:09,2017-07-19T03:11:09,marketplace
8730,03c79d03a95c4e92a64c5f57abb29f8f,approved,2017-07-15T20:11:09,,,897e2ce54fe34b6dbefc5196512b4c10,2017-07-11T03:11:09,2017-07-19T03:11:09,marketplace
8731,03c79d03a95c4e92a64c5f57abb29f8f,processing,2017-07-18T10:11:09,09f7e4684b1f4028acf6c879d27960a4,,897e2ce54fe34b6dbefc5196512b4c10,2017-07-11T03:11:09,2017-07-19T03:11:09,marketplace
8732,03c79d03a95c4e92a64c5f57abb29f8f,invoiced,2017-07-20T23:11:09,f0657d730e0e475e9b48732fdbd0f097,,897e2ce54fe34b6dbefc5196512b4c10,2017-07-11T03:11:09,2017-07-19T03:11:09,marketplace
8733,03c79d03a95c4e92a64c5f57abb29f8f,shipped,2017-07-22T15:11:09,ff97588ef6cd40d1aa31e22b4cda3e1c,,897e2ce54fe34b6dbefc5196512b4c10,2017-07-11T03:11:09,2017-07-19T03:11:09,marketplace
8734,03c79d03a95c4e92a64c5f57abb29f8f,delivered,2017-07-24T19:11:09,d0d14782421e4ad4b226f24a230d27b8,,897e2ce54fe34b6dbefc5196512b4c10,2017-07-11T03:11:09,2017-07-19T03:11:09,marketplace
4339,04091616eb79413f9d1762b14ba1d3e0,created,2018-05-24T04:45:24,,,07298d477c654dc98b425bba4da273ed,2018-05-22T09:45:24,2018-06-19T09:45:24,web
4340,04091616eb79413f9d1762b14ba1d3e0,approved,2018-05-25T00:45:24,,,07298d477c654dc98b425bba4da273ed,2018-05-22T09:45:24,2018-06-19T09:45:24,web
4341,04091616eb79413f9d1762b14ba1d3e0,processing,2018-05-26T03:45:24,c8a6a0052463463ca49316b4ca8c5366,,07298d477c654dc98b425bba4da273ed,2018-05-22T09:45:24,2018-06-19T09:45:24,web
4342,04091616eb79413f9d1762b14ba1d3e0,invoiced,2018-05-27T08:45:24,efd37a6d0c744518abf843df96f19d54,,07298d477c654dc98b425bba4da273ed,2018-05-22T09:45:24,2018-06-19T09:45:24,web
4343,04091616eb79413f9d1762b14ba1d3e0,shipped,2018-05-27T15:45:24,48924bd6e39940dd8e1f39bee4edc295,,07298d477c654dc98b425bba4da273ed,2018-05-22T09:45:24,2018-06-19T09:45:24,web
4344,04091616eb79413f9d1762b14ba1d3e0,delivered,2018-05-28T14:45:24,bd5a6112d1b24e3caede2487373058be,Left at door,07298d477c654dc98b425bba4da273ed,2018-05-22T09:45:24,2018-06-19T09:45:24,web
6673,04193bef167b4103a8dd773c3642c706,created,2018-01-22T09:19:13,,,d60b04a991734d93b75c4f3057696e2f,2018-01-19T20:19:13,2018-01-26T20:19:13,app
6674,04193bef167b4103a8dd773c3642c706,approved,2018-01-22T23:19:13,,,d60b04a991734d93b75c4f3057696e2f,2018-01-19T20:19:13,2018-01-26T20:19:13,app
6675,04193bef167b4103a8dd773c3642c706,processing,2018-01-25T21:19:13,ee265c9590f147ee960a5654b2403468,,d60b04a991734d93b75c4f3057696e2f,2018-01-19T20:19:13,2018-01-26T20:19:13,app
6676,04193bef167b4103a8dd773c3642c706,invoiced,2018-01-27T12:19:13,eb02c6611dc343629691c83a7687853e,,d60b04a991734d93b75c4f3057696e2f,2018-01-19T20:19:13,2018-01-26T20:19:13,app
6677,04193bef167b4103a8dd773c3642c706,shipped,2018-01-29T17:19:13,161f77a1bac34057aeb86221172f0d9b,,d60b04a991734d93b75c4f3057696e2f,2018-01-19T20:19:13,2018-01-26T20:19:13,app
6678,04193bef167b4103a8dd773c3642c706,delivered,2018-01-30T00:19:13,a06a7de49755428f9147c3ba2f875748,,d60b04a991734d93b75c4f3057696e2f,2018-01-19T20:19:13,2018-01-26T20:19:13,app
6175,041eb53290194c3a990bf7a66e7fd1f6,created,2017-05-06T11:26:27,,,af001605ae934319a11f98efdc3c423a,2017-05-03T20:26:27,2017-05-31T20:26:27,app
6176,041eb53290194c3a990bf7a66e7fd1f6,approved,2017-05-06T18:26:27,,,af001605ae934319a11f98efdc3c423a,2017-05-03T20:26:27,2017-05-31T20:26:27,app
6177,041eb53290194c3a990bf7a66e7fd1f6,processing,2017-05-09T14:26:27,7b6fb65b8d70400f84a1dd66bce88f22,,af001605ae934319a11f98efdc3c423a,2017-05-03T20:26:27,2017-05-31T20:26:27,app
6178,041eb53290194c3a990bf7a66e7fd1f6,canceled,2017-05-09T23:26:27,7b6fb65b8d70400f84a1dd66bce88f22,Customer requested cancellation,af001605ae934319a11f98efdc3c423a,2017-05-03T20:26:27,2017-05-31T20:26:27,app
5057,043660887ab546d8860ecefc34a3c47e,created,2018-05-24T03:13:00,,,b37bdb9931f14f8bac4de885b245b7d9,2018-05-22T01:13:00,2018-06-08T01:13:00,mobile
5058,043660887ab546d8860ecefc34a3c47e,approved,2018-05-25T04:13:00,,,b37bdb9931f14f8bac4de885b245b7d9,2018-05-22T01:13:00,2018-06-08T01:13:00,mobile
5059,043660887ab546d8860ecefc34a3c47e,processing,2018-05-27T19:13:00,18e9ef7764ce45898c4a62badb335860,,b37bdb9931f14f8bac4de885b245b7d9,2018-05-22T01:13:00,2018-06-08T01:13:00,mobile
5060,043660887ab546d8860ecefc34a3c47e,invoiced,2018-05-28T22:13:00,ca9128fbc094493292cb8f692182b518,,b37bdb9931f14f8bac4de885b245b7d9,2018-05-22T01:13:00,2018-06-08T01:13:00,mobile
5061,043660887ab546d8860ecefc34a3c47e,shipped,2018-05-31T18:13:00,0ddb0654ce194f519da8b3919494065d,,b37bdb9931f14f8bac4de885b245b7d9,2018-05-22T01:13:00,2018-06-08T01:13:00,mobile
5062,043660887ab546d8860ecefc34a3c47e,delivered,2018-06-03T12:13:00,4dd7cb5cb5a74756af4055ddd98d213c,,b37bdb9931f14f8bac4de885b245b7d9,2018-05-22T01:13:00,2018-06-08T01:13:00,mobile
2247,043980de345c4bd0ae14068c18c78552,created,2017-03-03T19:52:16,,,c9c1ad45f4ea4b97aaa415b56336c815,2017-03-03T06:52:16,2017-04-01T06:52:16,app
2248,043980de345c4bd0ae14068c18c78552,approved,2017-03-06T05:52:16,,,c9c1ad45f4ea4b97aaa415b56336c815,2017-03-03T06:52:16,2017-04-01T06:52:16,app
2249,043980de345c4bd0ae14068c18c78552,processing,2017-03-08T00:52:16,f740d87c500a474eaf65e8ccf9cf8499,,c9c1ad45f4ea4b97aaa415b56336c815,2017-03-03T06:52:16,2017-04-01T06:52:16,app
2250,043980de345c4bd0ae14068c18c78552,invoiced,2017-03-09T23:52:16,be6127a80351409d8dc5fb068d5809b7,,c9c1ad45f4ea4b97aaa415b56336c815,2017-03-03T06:52:16,2017-04-01T06:52:16,app
