customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
e6087596ac034985b29c09584867193d,fc8858da65c34d4aa451cfb440a99b13,80284,Barros da Prata,PR
5f83c987c7ab4dafbef99a4b53931011,e7ab5523f3d94cfda10006576e818dee,59615,Pires da Praia,SP
780c3276875b4a1f9b24161a9967f6c0,54bce0d13a904e74bebeafa289242644,48427,Santos,SP
98fe1d2d669244eeaf1a51ddc09055f7,60dfe8fbb77b4ee5be8a02f234e292b2,91070,Aparecida,SC
568376690e6e4259a3682d24f0e00c5d,178db42a63084cb8acb8d51a5d8806ef,57400,Vargas,GO
fade65e49d7e46ab861135a9730d7907,94c0a0aababb49be8c211adc86d8c818,19116,Barros de Goiás,MG
c43efe4b8a8d42c08d31e591157d5590,19cc24167d2d40399ddd207079657fef,39871,Garcia,SP
d23a2c1ef0764d62aea021cd5757a794,682ee95c067d4917beaca8cf2e960460,20458,Marques da Praia,BA
cdbed6db31f9494680d2043536e18ce9,05a79bca4f964ecaaae956d39479ae77,23238,Freitas,SC
a63c8f229ac844d1a1495daeddf6c706,bbd7a0fbda5a4806a8765c6f12ede041,69429,Costela Paulista,RJ
7de31fb473bc46deb1bd299f1635dfb1,372e6c799651427d9e419d320041e1b2,57819,Pereira,RS
c62d5c3f6d1345158a32ecca22083e50,87200aabbd4849b4a2313e96457aa258,56566,Nascimento,SP
3f40f5eaccdd4a5ab6c4942f70eb54ba,e098fdc9bd3544999b5196817a5294f3,44993,Castro,SP
aac949ebbf3d4b028ab4f46de52f91fb,ff25e9c4c5174affb7028e5304ed4f99,99593,Garcia de da Mata,PR
ae9f224521814e13891b832406d0a55e,74627ea052c144d39854eefe5f901bb7,89840,Rodrigues,RS
1006283aa7e74f199afbe90d2268365a,68f8694fb6104f5da9a029d2daee4d20,80010,Vargas do Norte,RS
acc2723d808a44a8bdcef041cb69285a,4404d80551bf4fbea11be01d8447435c,31417,Andrade,PR
5a7c38cd91ae49a5bc41180c71cd88ab,39d8c047970644baa50136259d5d0325,45382,Guerra Paulista,RJ
e850e448ed98489fb8464e706dab4a18,83c98b49f5af4e3b88f422df86758241,93886,Cunha,CE
e42db1da2c9842308470b743fdf68425,cfff55e5d57b46079de4a64f249415be,38785,Cunha do Amparo,PR
68c9fc70aa9743bdb9281508897388c2,cd2ba0a934bc4a7e9189504eb374bbe2,17331,Ramos dos Dourados,RS
2f9872a674db4cd4a21a518a96921362,3a93ca9b40c34ac5a4a1cd474fc17691,14207,da Luz,SP
7a5136c9650b49f1bc311a7eafb9bf3e,6fdee6a86b5a4bf3a690ac09262df32c,62581,da Cruz,BA
ef5cd5185b3544f6b84fe4b2cac3c4a2,43f923f84b5a447c974899576990a1be,37653,Souza Verde,SP
e794dde4431b4960983a524f94d0a0f2,6139b7d612434893ab8f24339fafb853,84341,Pacheco das Flores,GO
a9bb590d14294af68c3419b771c92225,c1968f5c28444af6ba5ecdaa7137fe8c,51245,Câmara Grande,GO
da3f053f0ef9441ba7ed2b3e6af6118e,69096bccf0834819b8b18145abf5d5a4,75435,Borges de Sá,SP
b944c9a45e2f472497d1d4331de7975b,57e599c0b20c457b85046ae36a3cd1eb,94259,Camargo,RJ
c3864fd730be4d3aad0b3c1f1e604b09,e5cdd853338445c3953ebec34f0e1abb,44718,Pires,RJ
3f6cb73809274b8e8657b081b48dc813,b190b63c8b9e4605897463858865017c,83579,Vieira,SP
64382d36c40c46479df66750531f697c,111ec2283a9a4a8ca7657f83c2a50bb9,86622,Peixoto de Minas,MG
82d5758fe9924ec88b09ca0ba3ae3cfe,59c095d8126c4407a420dd383aacc37a,86484,Garcia dos Dourados,RJ
f49b55e2b87845b2a8f3224b6aa84c6b,445444ad0b6849f58b7617bc061a92f0,38746,Novaes do Sul,RJ
a2dfa6bbbf8d4dcaa91ee56d52d51893,fd170ca8d90f4063b4b835283cafebac,28131,Rodrigues,CE
4160549c0d80499489ac05276da47343,25c6fa2d103c496bb8838f996afdf511,21915,Vargas Alegre,MG
7cde1406e23f47f38679ee4289bcc47d,bfc3b67ae36343b3a8946c95e6b03e21,24371,da Rocha,PR
6b4c8cad07c242b6a86affa887043200,aa7881e52c7b4fb3b53e91ba2b8114ce,30969,Castro dos Dourados,SP
d352c727563d431d89a74b594ebbcb0f,ff37aa0f44324b7f815d2c3b290fd011,65333,Silveira,BA
5122f47dff6744b2800d7c8cfcc4d4e4,c75d20be9b6844509274f256d460bea0,60432,Montenegro da Serra,MG
34ecd8994b6041128d70e4b1dd058bb4,c06463adfc4d41a8aac5cb113b79f28c,71348,Pires,RJ
4f521a294d214010bdb43e57b3cbf525,e4b5575a486c463884ff6d8e5568f290,82512,Porto do Galho,MG
77ea56839bf3433abb8cedc41a15c902,e918e3fe3b514859af46a442d512148f,11504,Cassiano,SC
bec9f30cc0c1424396fb80702490d9cc,d57aa88c89e94db6a5438396bdc20e94,25014,Teixeira da Serra,RS
3f6d351a9fe247189ee9374384e01e2b,e61dd255c79c414ead0e7480672f88d0,80381,Peixoto,RS
25203a03cfc44dbc85fc4c276d2b8993,780b50f6736348e49806cd65b1d80d8e,94012,Mendonça do Sul,PR
230524a2cc0f4d1b8d7dced3efccd45c,17e4ac918cce426e93a28a88f583bfb0,48469,Fonseca,SP
49bc061afb3a4cbe8c4f18df0a5a2667,4db9a891f7e445429d9059764f41bb71,69470,da Costa do Norte,RJ
21e1234bf3854c8e844fd0389fe486d6,ff16d687425f42d2a0f333d69b919f67,44522,Nunes,SP
be76038879ec4ff2a80db45f6e085ee1,102dbfc5d8334d748913038362d582c4,33416,Barros,CE
c5654b2707fb4820882bdb5926df191d,706e83c6f49b411e92e9693a7518398b,23947,Azevedo de Teixeira,MG
37f479c81674479c9b899816b80471bf,92bf4766c5854475a7ca58f938ee9766,49117,Cardoso,SC
afeddd78d18046c58dc53bfc686ca1d1,73432c22ab704a14b8b35447d39c905a,76540,Novaes de Cavalcante,SC
e8bde2a23e7a48118669333e5507f468,781ce6436e5941c8ae715120a1c91042,30032,Moura das Pedras,MG
9a174a30365a4e2d985f016cc8e6ada3,3a9eab7816304b9c8909c24c9d69b8fc,31174,Nogueira,RJ
2f7e29ec86be49629f0ca8fa0fa34ebd,dfdc755fe2d34125aa5aa80dbf876174,79514,Silva,MG
42ebe4ab0d0d49fd8498f644c2f177e5,75d5d884b0ac459d9c9c52feb4691585,88504,Guerra da Praia,PE
bf32ff7719404ed4b3b09cb63e78324e,05be253a0de240c9abe5445a96825091,12552,Moreira de Machado,SP
b02b8791e74246b2b6bcc09acf309fd7,701d486f4b444cc3b42d1e2115b8bf0e,57576,da Cruz,SP
b37ee87099f7460f926f25f8d450c1cf,3cbb379aa6a349cc9a79a4acd834e87b,50306,Azevedo,GO
8302d4c57ee643eba14de3dc3ee0072a,3cf90f05744e4cdeb63411dc2baa6580,41571,Almeida Verde,SP
76201221e49942eead88983f694ecf39,3a7269c87c564eed8ca0656e59cbea42,20322,Pastor,GO
f1440dadfe6449b881a77060225316c6,f0389e3955b2409889d38d9924ab3ca5,73699,Abreu,SP
38ba1cd33ac947ba9f9eb3991d09535d,c52214c728a04f38894e55241bdfd030,79822,Santos,BA
87afb437b11b43479dc2de42d5dc873d,a7eeb19fa98d43e7a4a8060cc88dcdf8,26828,da Conceição,BA
35d63ec65579401da60ca0e1a40a2f2c,fcc67c70ff234ecb9c8d02b538d7b49f,82063,Andrade,RS
e683a53c7d36466c88145474d7a7989c,ac0115adae6046a289b63cf6123fe3f6,79163,Barbosa do Galho,SP
4f14ecc09c8d47d28f3748d33f9c3f9a,cf523508d5f74d7f917bc2a777c512c5,65461,da Mota,SC
0559ed80d3dd4149944e2381655715aa,7f0baf98332941399061798d92b2c6e2,80686,Cunha de Nogueira,CE
27b1c7de452349179e6b139dabfe988a,abe3f7f9199546c3b16e56cebc209d1f,36365,Silveira,PR
78d9ba5af67546339eccd8a7653b27d2,db8ed0ec044b4281be4bd62e029e4233,62296,da Cruz de Viana,PR
6ef6a32ec686419a9e74e2f9de56ae03,ef5c8acbe1c04e288bc0f6e6c6b6f903,95180,Jesus de Correia,CE
5ea8fe0e829e4ec5a95cf8bc32f619f7,3c59fa1f6cdb46ce8af44a77c4b61739,77839,Brito,RJ
4e187dedf2174bcb9911adb650d195f3,6d8f3e5d3f40488db2b21fae0edfad9f,42493,Fogaça das Pedras,RJ
a2aade5a133d47ef86aee3811e35c738,4b6a3d9bef39445eb0350b2c87f3fd59,54313,Martins do Norte,SP
3ee1254460ff4d209b49ba1d32d31d90,a289a921d1f44a2fbd4218183506d720,82603,Araújo,SP
d7e7c5075d8f46408cd57d8d6f2e7881,4d85a775436a478f9dd31f51d812b692,38864,Siqueira Alegre,SP
711ea94fdbb342d4b7ff377c4a3d77d3,f62c67b45d6b490dbb84e3c5ff4a9f86,92719,da Cruz,SP
9007166534c547fca5cbd1b9948a3fad,9e52d5fb61c841f49dfb34e92f8f4e89,18834,Correia,SP
45c38b1641124e7fac2486c108c577aa,b3f0cd775a7c40f1bbc1655c7725d18c,53309,Carvalho de Lima,GO
da2db4092c84412a8035ccf71d329c52,1b7a5ce16c664be4ae3edc50aadf4eaa,41195,da Mota,SP
d4d2fc37b6bb4cc384c4165bd224adb1,955098941d2348b4bc7a0f2a43763254,73624,da Cruz de Barbosa,SP
c0c5f5cf0d5849a6ad59fd240b05e8ee,b56bbea6b474457e8d1657566ff569d4,27342,Novaes de Brito,SP
04bf166049b54380a9fd2c5f197d6a91,48b9d66b1bc145d3b5cc60f45a07401f,84847,Rezende,PR
f70cfbfaf9864bcf92c177a5d2e4368f,36d523c02b92475bb9b700e642a60d8b,41850,Borges,MG
58de39d8f00d4febb43194c0e72bf82f,732caec728d541eebd4aff8073ea5614,63354,Cavalcante,BA
ad3d1849f0a14f2d9be85584e4a5f11b,c36f41386c9145879642ebaef0cae011,22704,Mendonça do Amparo,SP
19282c1d617340e89b841ea0ca057ac6,527e2d2122214275896ebc11a8b6f971,56438,Guerra,RS
9cdad68990e84712a02718ffb1d9e0c0,8b3c086dd3ec4639b36f51ae826ace9f,71213,Cavalcante,RJ
9efa061891cc453a83fbc76a45b5ea09,5509ee2e3c5447518d7babf8b3200df1,17100,Abreu das Flores,SC
fffed51615ab44ba923b21e0aeda81c8,7e99a8669d1f4d2bb1fe30605a1b0ac5,94696,Viana dos Dourados,RS
eb6ac829233c4dbcb5cdb988f690ff0c,77f5c519d7cd4b049b30f837a8450181,62772,Lima da Prata,SP
6e7968c59be04f2985f9e152cd0f62c3,e7bc823749cd4ceb855320728925f91b,24322,Cassiano de Correia,PR
af5da2cc28854da1ba97e416522e58b6,876c48390f704c12a7ae6977966a6ca4,34931,Cunha do Norte,SP
3300f3889ffc4b43b4a8c7521d88be1d,4c5bab23ad3049fdace71ca748b31d67,28373,Souza,MG
b889202913eb43468c265b1fa890e31d,283d1c9f1c484b43aec245d5f42a7b5e,46509,Araújo do Norte,RJ
41974e8677704ea9a3956eff37d3d29d,a91b8eb96f7341779d9b597d833b1a87,19880,Montenegro de Moura,RJ
b3e2cbb762284dd0a604974c35976a2e,e569a0d6b0524fbf8f85135a6cdb3c9c,82132,Araújo,RJ
e696708b7fd6456a9a2a0988fe59298b,6884c2dc6ca24f3f83048138049ba16f,95477,Cirino,SP
9e419428283e43cfa90ab4c98f4a0ae3,1433cfc5b3294093b309cedc1896147e,11934,Peixoto,CE
9a9a09ee9acf45e18c3d672072dca98b,81466cf087bf48ca8a9e63701e51f59e,40982,Rocha,CE
1ead9e5d439840e39c4b30c7445ebb1f,75f2b92d96de4a92a851e2cc6a2a1c52,73653,Guerra,SP
507e9b7c2b174d02a46162824fc0e794,c284b4e3cb25426c8d19c55c2036cc34,62565,Nunes,RJ
2a5520e8bb3b4a31a55b7707730bff02,9c26d768b95b47759cef5f2aa3cc6daa,31579,Pacheco,GO
6ca710289427474daaf75f2989e39f30,5ac62640af104bbfb085653ab31b6676,61173,Pinto,RJ
0cc4f839313947e9a17174f30b7282cd,f657c3a803eb49d08d09a861095ad72d,69638,Leão,SP
8614da30c7a9460c873f537d3466744c,1b773fdf4bb2456199b82fba35b709a8,82845,da Luz do Oeste,SP
ab4152316110404681ad54cc3ddb9839,f7ef2647afac4435807bdd72048ea0fe,73788,da Costa Paulista,RS
7c5e6e858bb2469ca7770299c52b523d,fabca07de87d4f6598667635ff7205e5,48890,Cardoso da Mata,SP
7d959ff5ba7d4d37b33cee39ff1b004b,34a3f335b98544839e47dbfbb33c0d11,17665,Dias de Sá,SP
33e17a151a2344bda414d347c882f586,06ab5af528b8468985b7f5e73e77c840,81066,Albuquerque,MG
db392574a06c4c17bbc4667bb7b7a589,752b9e2d93e54c478a8c6a462549d5f1,51104,Pinto de Nunes,SP
d76e1c5f45db415eaa221e83684d2733,ab9dfba82c6d4444bf7ca73184a4f50f,86569,Barbosa,SP
efd369f9dd0442be822bbbab76b7f3ae,30ab2c10a2c84a798a575906bd12cd6a,79615,Montenegro,RJ
f69a3b6841124c51b17cea4768c30a0a,79af6de55ed0422eba27daf1c07ddec3,76562,Cardoso da Praia,SP
cf47df8a7d9f47439795b27cccec3c52,6050de4f584f4e87a5d0746c90a20618,34356,da Cruz,SP
ac5c73e7f3c54f169c484e31235bf0ba,0b4339c3ad4c453badd251cf8e1d0a93,18907,da Paz da Serra,SP
92334b79683b4e71926a2ae371643184,196913fc9edc4067a3d10071a2d4d095,40828,Nogueira de Santos,RS
31ef20580afb4af687060affeb34d400,02ad95e89fe74f099699121a0b7e13dd,84668,Pimenta do Galho,RJ
24b744b87fce4af3bb42ff8a6b539006,4d99cbb95c4b4a3b98d11729589eeaba,87924,Rios,SP
85b5ca25058a412f9fce726513ac4fe5,ad38c18875d34beba4fd68b844cd41b9,20745,Ribeiro do Campo,SP
9a7f025eab6242cc8197311f2df5dde2,af29a36a6a2b4c468908622473bf2ecf,86503,da Luz,RJ
67a5b14687834e259c6a1f27991cf99c,0926f50b17004e32ada9bb235e8c75d5,51467,Caldeira,MG
2b4408efce594b9d8f493f0e81b41a1c,74851bf1079f4b7fa9c3b31203c7f1d1,36772,da Mata,PE
3a31457ee4d64b3b900b4055dad94bdc,48e0ee414194450ba0804f40aa90ab57,51180,Pereira do Oeste,RS
4bccd34cfec14816ad95811c7a6a0310,6ff9f76184614305a235db0042705932,61876,Costela Paulista,SP
8e2404c280b54925b56c8cb54057b3df,5e545982244845b7a69f24573fb31ffc,94607,da Cunha de Aragão,SP
6d651f2d86cf4e0fbfb24405deb3de8f,495780b53f1046da8a77198edd66ff3e,51441,Porto,SP
aa18928ae0064aa6853149ff4b2eab4a,b2e460c9b3974b1db0e7eee33aae073d,19508,da Mota do Norte,PE
c82b3f99018e4611ab98b4813e4bddb8,267e1dfa8e04495ab2ec441e1d95c0bd,91416,Farias,SP
38e6950fcf814043959a03335b87ae49,cd79db63f4384a4494e7555a6b5d1c80,23104,Porto,CE
0dc8f14cbc484b31afe2ba01a98e1697,e1159c29e77949ed9a2e1ef7b8911b06,37938,Castro dos Dourados,SP
1e8510e1f2e04399b724946967b05deb,0c63b77d0d924875bee8e5564da49f29,27361,Novais do Sul,MG
1fccbc10c4704d81bfe917d7e42808ec,ee1ab8a120f6422da8c43bbfc27ce4c9,19016,Barbosa,PE
0f21e57bde514bdea8a18893737c5cb7,69f247fd6e864f2d8ec18f73fea1b7db,58434,Nogueira,GO
c807f667b05b44b69c4021d23db514c0,8bd4d1af6c914d0c81ec71ed8e8936c7,67433,Freitas,SP
cf18c23e7d054d9abaf9b767f896e3e7,601fc4822b6e4b6f82cb4b3f9fc266dc,49651,Lopes,SC
0c657cc9ef3940c5a5684057cf681bf6,f29b2a1b77cb4dd8aa6733970c2fccb9,95717,Aparecida,MG
3cf0d6a7acdc4524b28f3719ee9043b3,be94429c9e79449faa333ae71d901426,97538,Fonseca do Norte,MG
22f15a6944914f4eba7b38af68fc8c92,02dba677cf4740dbad9966d564cd0d87,49240,Costela de Goiás,BA
58c500947f7d44eaaec0d15c539f501d,ef2fbb9cd7374bb4a9ec0da9e5888cad,23577,Fogaça,PE
3eb6b020eefb4bbaa8c6f170ddeff4fa,102f09577ab7458ab01dba7e40ab8fcf,27601,Pinto Grande,PE
fcff68733e3a4878993bdf39e0165d26,acc41e0ba8fd4d3bb24189e0d648e478,24029,Castro,SP
48b7494f828d4af0bb648965d6a8db64,0b797e4c1455496786e7eaf87df7fc76,30374,Jesus,PR
7d0851d6e4f74a95b7210aef6203baf7,eb894104e1e74f9c8b1ef95220f23aa0,89276,Cavalcanti,SP
8a8abd2f6cd949c68708a8bf18bcd8eb,f4ce2539d1944a15813b394ebcbc3600,54942,Viana das Pedras,SP
1cbcf5565064428fad1cda368bba9b27,9b85c98c3c80458c99021e492bc63565,93130,da Mata,SP
58f1214adbff461a8b3d175aa306fce9,b046a165d2ef4914b3b979fde8770633,76244,Viana,SC
530a192ad34b4a62a833c8c649155c73,0f2992432d5946279d05cd7493530911,16658,Garcia,RJ
cecbd1ea42f54b858e208bdde08c6ab8,9028eb4f71f144dbbcaeb8239633fda0,65518,Melo,SP
a4ee834bef3e44c69f53715df4d640a6,2211c4f987ef45e3b7fa31dee1acda5f,15778,Costa,SC
9c94beb5de824f359182858631851ec8,e6a8b94f8ca74072941708ddee80c000,27146,Ferreira de das Neves,SP
c4266b219522402aa64eda1ff1f51b08,bc8be01e865c4ff7aacaded45ad35ed3,44335,Câmara,RS
1b1afc40a245474aa27089157753820b,b43d01dc481a48d391d4636d281115c8,67912,Ribeiro,SP
220e8ea00c0840728507a8ea89aa6882,16df83e917da4c59ae45fab31cede77f,66057,Guerra,MG
d1ef693320e5437eb56ebc0c9f600fbe,b80196fd348a4d6f9153775bf934ad01,24663,da Mota de Minas,MG
dfe04b0ea4bf4040a9b17aff262834dc,692f5ca59f6a49a5842b567a847f514c,29536,Ferreira do Galho,SP
30e3348f439842e6b9bab341577e881b,1e4ce225e28e4643a3e1e476b0f0735d,58393,Rocha da Prata,MG
64f9b4a8b97f4ecf9a59a06c4b51e495,54eb9af9d8c54af4bde71fefe60a158d,29410,Alves do Campo,MG
b46a3d2081fb4e8ea0179be47389798b,4df11a2cc4a84bc88a623efbada3a08f,15482,Cavalcanti Verde,RJ
e65f2d23c6e148b7b27979206d14a6ee,0c06244876744ff69ac734c0a3ec4c83,15229,Andrade do Campo,SP
6948b7249ad94d19b0376b521159f168,c7d1cbc6961a48de8c64a5012b3f1bb5,37535,Ferreira Alegre,GO
668cfdc2267a44f0b48f62033b838b64,b71585e3ae624ef6b09e89f9ad31032c,97416,Pereira do Galho,RS
7e668f9c659149e8ae5b980245fffd64,6d269eb2cc3a4684a45331b1835d6848,83385,Gomes,SP
4c56adaa343e4b6ebc42c65d1ef1d627,df9e30576fb34f9686426e82a3b6c863,63264,da Cunha,GO
30bd7c6dc3e64bb69d194049d5898ff4,3cacdcf9bb014b8fabba14594cd0e3e8,30257,Santos,CE
52593db2338b4e7b8b862e1e7b6f2a77,1b7c1b13545d457b9d3befd079cb5440,41029,Abreu do Galho,PE
f5015ef13ae84daa9a9bfe66c32b61b0,43845873542046e08680834027a97eb2,33206,Fonseca,SC
7d97953de5c645d8ba192746a693be76,add8482a49ef4e5c8614836453bf1313,13248,Azevedo Alegre,GO
029d75e55eda4c22a3caf42e10ccdcb3,f429e98b00cb4ddd9dfa1397386b5db2,53540,Ribeiro do Campo,SP
468fbb9b1b5d49ebadef41c41db414cf,f3f1c6fe704f45e389d03b341251da8b,63964,Montenegro da Mata,BA
9efa611a1ecf4a38bdde131f48349236,230bfa70a9b5457f8ff58a17380ea687,42527,Duarte das Flores,BA
028233c6fbe3475fb00c38ce7795c98f,09963fea386a422cbf0b0cbb2d50d2d1,24168,Novaes Grande,SP
0de1965437a84694a27b1a6adda6fe7c,ce6378e64c914d9eb950968f32330201,15075,Leão,RJ
be241bdd3ce54c49934f30451d203379,50aa8b964447418186f08f23819c6d78,39154,Rocha da Serra,SC
affb0e3ea9534863b28ee3bfe682ae94,d14d3ee1e3be46e9a059b693e1014df9,70332,Guerra da Prata,SP
7f3cb512a15d476ab9db9fd8c5ed19aa,bcacf45e622047feaf00bf28b75a0ecc,39831,da Rosa,RJ
58273b3d918e4f278ecfe812c54460bc,cfb5e9251a2349b6b59229cd4908b0a8,96511,Costela das Pedras,SP
2d7c97f1d31c493ab3e759caa6a0eaa7,34e2de420af74b3d9870f503b5781085,53025,Martins dos Dourados,SP
6fa6aba91fa2424ca2edccc591e5076d,3e8f5df3563f4e3aae08315b2b2e49ad,19099,Rocha de Cunha,SP
a2ffc17d29474c19ba8cfbd63d07d770,1b2cba280dea4d9d954b8495ee49ef52,46585,Vieira de Vieira,CE
6fa1e84b16fa4763875589e25d0874ec,30077f94a42242ba927c9a3e130533de,76768,Ribeiro,RJ
8f671db9c5c3469bacb7e1c3379920b7,a4e7873e398647af8f36e0d01991f90a,80282,da Paz,RJ
e3090beedeae4f5b81f6329441ad7263,084f3c90ccdf4f95bdf44a0ab6147c33,13617,Borges de Goiás,SP
fdb23f39fdd74ff68c06fde39feac1e3,907c7eb8bfaa4861a1afaf1f5676db82,44237,Câmara do Oeste,SP
ea5d2516ba9143b2acf29a5d32a2e970,0f7c2e582d204a6fa0edaea54931a328,44795,Alves,SP
7f850444811a419ca94d164e7adac299,8ac995802dda4e10ac31717c6ef5f468,88193,da Cruz,SP
79099fa47f094d14b8c451ae1adbb48a,f29272698d894581bd83d1d9a556e134,51114,Pimenta de Vargas,RJ
135c89b735ae43da80a8c55fbdd16eb5,de5da1a05a96454c99da9bc8667886d8,77033,Marques,RJ
0f0dede454424297bf9dfeed47f51b58,4d5fc38bd53c4095a56335258629ced4,85574,Pires Verde,SP
0edef48eba0f464eb2f363e085157917,9fb2611a39d5476aa47424119d7aabfe,15817,Silva,SP
84f5a5b1ed6a452eac33eea27e2529d0,368467b89fcf45898f3b288b784efe8e,10221,Monteiro das Flores,PR
c21fc9517fb04c1285b8bf5fe9bbb7e1,831a705109244c6fb5f0f0e2bad54ae3,80575,Casa Grande,MG
2a93a2145b794b189b508b50a953c1aa,499d17f008d5452d81f9fced7493a824,97900,Sá,RS
995140d28eb04f4cb72f78335513f338,fff96b43186f4ce18fae113c09d91455,66531,Vasconcelos,SP
2b2eff8830664afbb25394b7ebfc50ff,d7c2bf5dd5a24426a6a5aed861ee4fb4,97062,Câmara da Serra,SP
bcd047c943de446d8f69e909f4c1ec3f,1365e191055d438aab6e3582c1bdfd09,91678,Aragão de Novais,PE
e99100f9b6b747b89d5b5aef255c4c48,c25a9997a4144d21a2e82009c7624066,26334,Campos,SP
82c8150f74f84688977f7e333ec09c03,baf4a63cf5b24fae9139382f452ce701,49363,Carvalho de Martins,PR
89d82524d8b34b06a7f889398b1a81ae,aa201ecfadab4f15971e7adf5b3c4e92,97410,Sá dos Dourados,MG
a13b51f95ae14fe68009e75375adfc36,0180e28b450e476a9365330a9950f839,62743,Novaes dos Dourados,RJ
e0d6a70b841b44da98b530bf1a5013d1,e926560e44404cf68a9b97b6b0818be3,82667,Souza,PR
f44ad813fc384a7b9efe64da18db349f,73ec842722ab423083ec1b67c3fdbd39,65108,Machado de da Luz,SP
ac9a2bd1c39c4e85826e014cd864f1dd,f1ffe9471d654b21bfd1583cea84c600,59695,Porto,RS
a36b2d0aca7146c1be165ad818cbe26f,f04de0d7d20245069e7839df196566f3,32810,Vargas do Galho,RS
3c8ed3062d4c4dfda3f5529eba96c9dd,c068821a21d84481a08fe1e0cd4f7b9e,49446,Pires de da Costa,RS
dcbf6a5626b741a8afd8ad3136723056,2fabdead18cf431681103fda53603909,10053,Macedo de Minas,RJ
1fba4c3d98b14f738060fd5f57384685,3a4f96f0632d4af9ba6d86f8cd90643b,37549,da Costa Paulista,SP
759e1086cbe74387a1c9e827f98acc77,ed7465b4ffc64d5c8fd0f3dfdc9dcfb5,86019,Dias da Prata,RJ
03bb93488fbb4f34bd9756f912496f54,b1bdb82b28cb457fa2d8f922e501f354,52237,Carvalho,MG
0f3cac6f3cf64da898644dd1c9f068e4,df3920f0e2044550827749e72699bb00,67954,da Conceição,RJ
55e09b02ba0643efb31caa8dc3e0ee21,e4db414f2a7b44479bd9886f40a177ce,77000,Sales Grande,RS
ff8701bee5684d40a313ce365070e92d,984eb52e00454e91a97569e6621b51cc,32241,Azevedo,RJ
48f66c90860b481e9bfc17df21b80c68,f58ba4ef9fc14c708ff3f3aeeebed9c6,47196,Jesus Alegre,RS
1af9edc68a9d4d7b847ffef563c938d4,accbecd9fcb943c2b328c9a862c9a363,92960,Leão de Araújo,MG
9cfc7c7928f44baeb77eb0756a5d6571,51159807bb3a4388ba8b3b8f258cf826,22240,Leão,RS
01bf9b2629d44a58b47ef344fedef446,3a2344019982456ebc47763c21c207d7,40784,Vargas Verde,BA
31fb91d47f72498c8e729cd706e008ae,5bf4dcd77faf4dd193f7760ed3dfd223,39444,Teixeira,RS
74b75ce58ab945fcbf5dd9fe8189ec65,5d3fd3e416b94d75bed1a2dea4d67592,29313,Mendes do Sul,BA
89e52a93b1404d24a600ad304b593c95,2b6eef6d85d24b5787e88898739cb89e,42092,da Rosa das Flores,SP
65d0420ccdd842c8b8936846cfd7846a,e6ce2138f432415cba8aacc0838859e0,90120,Nascimento da Prata,CE
81f8d58c37514f8a9c522f646dda509e,2a5d695ac7eb45068f9b96d052144363,19545,Mendonça,SC
73508ac3b08e4cd9acd1cde070a56f00,249ceb15a5f143fb8ec8b8e67ca99c69,92544,da Mata,RJ
