order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
20b183fe45ed4b138a0d2effaa24bc8c,de1929683f094880a94ed57a282ece67,delivered,2018-04-13 01:14:49,2018-04-13 02:09:49,2018-04-17 02:09:49,2018-04-23 02:09:49,2018-04-20 01:14:49
4c39ea2578fb4f08b5f2cc79b5cfbde2,a50b48be86e54a2cb797823e1fabfb4c,canceled,2017-05-30 21:36:37,2017-05-30 22:42:37,2017-05-31 22:42:37,,2017-06-07 21:36:37
8441621363f54e6e84b944fdfe6e6427,ea63dd2ca2564c169629a4f27522934d,delivered,2017-05-29 18:02:11,2017-05-29 18:23:11,2017-06-03 18:23:11,2017-06-13 18:23:11,2017-06-19 18:02:11
f211b0b9a69e4e82a79a36de2d328476,52b3fccaed2942cdb344a32be3d6b1fb,delivered,2017-10-09 22:47:42,2017-10-09 23:01:42,2017-10-12 23:01:42,2017-10-28 23:01:42,2017-10-29 22:47:42
4075f1f695464920872fe976cfabfbe3,b531fdcb9c314eeea9035c827e164e15,delivered,2017-03-28 04:11:35,2017-03-28 04:56:35,2017-04-02 04:56:35,2017-04-19 04:56:35,2017-05-05 04:11:35
a1b880d013794c419365b395a8ed4bf3,7bdb8ca29e364c6a97108026b3c1ad0a,delivered,2018-05-28 12:16:46,2018-05-28 14:00:46,2018-06-02 14:00:46,2018-06-22 14:00:46,2018-06-15 12:16:46
f6dd33a92a8d46aaa3e5e6bfe9c618eb,e2d52b5bfcdd48889689463c2809bc3f,invoiced,2018-08-03 09:57:10,2018-08-03 10:15:10,2018-08-05 10:15:10,,2018-08-24 09:57:10
ef8ca3f7e412403baa4d96f34b065e36,07c0cfd2d41d487e9545ebd6dec2786c,shipped,2017-05-30 00:22:19,2017-05-30 02:20:19,2017-05-31 02:20:19,,2017-06-22 00:22:19
42a9e9db32194942a0fcaa41e37a8a1f,7e161d7579674642b7c155f870edcb33,processing,2017-01-02 12:26:35,2017-01-02 13:30:35,,,2017-02-05 12:26:35
f33afd3600a7459ab67a208d635b9aa8,e65f2d23c6e148b7b27979206d14a6ee,delivered,2017-08-01 20:23:37,2017-08-01 20:48:37,2017-08-06 20:48:37,2017-08-21 20:48:37,2017-09-08 20:23:37
f86ade15709b49ee87fe1da914de7650,80af32ab527e41f1a97d0d23041de211,delivered,2018-07-15 04:31:13,2018-07-15 05:09:13,2018-07-16 05:09:13,2018-07-25 05:09:13,2018-08-17 04:31:13
fbfbe90191b34e9297b3c0a71c92edac,58de39d8f00d4febb43194c0e72bf82f,invoiced,2017-01-05 00:10:33,2017-01-05 01:10:33,2017-01-07 01:10:33,,2017-01-17 00:10:33
d331a563877a458d99864b392d4aaa52,120eca6df4214fe9a05199dbcebc2388,delivered,2018-07-27 18:57:21,2018-07-27 19:35:21,2018-07-31 19:35:21,2018-08-03 19:35:21,2018-08-18 18:57:21
d261b8e0e13640f794fdd979b7eea23a,da2db4092c84412a8035ccf71d329c52,delivered,2017-08-30 09:50:28,2017-08-30 10:08:28,2017-08-31 10:08:28,2017-09-01 10:08:28,2017-10-06 09:50:28
16fe7e8e5fca4f25aff180e5759eeee0,2b6c28d539bb429d910501041af146d0,delivered,2018-04-06 05:34:26,2018-04-06 07:26:26,2018-04-09 07:26:26,2018-04-18 07:26:26,2018-04-28 05:34:26
164f65060dbe48b1a633c8adc65b183a,f5e68a3328394120aa136ef4a2e49e6c,canceled,2017-09-22 17:00:32,2017-09-22 18:56:32,2017-09-23 18:56:32,,2017-11-01 17:00:32
3c7dc9f002e345d2803d1567489044e3,9004022b871441069230e0cd397539c1,shipped,2018-08-26 13:01:05,2018-08-26 14:27:05,2018-08-31 14:27:05,,2018-09-08 13:01:05
22797e35777941b193c4ffd09cb9f83f,5ce2e08bb27c499ba65eb66597a58be5,delivered,2017-04-07 22:55:56,2017-04-07 23:15:56,2017-04-08 23:15:56,2017-04-10 23:15:56,2017-05-08 22:55:56
1629c7dab72f48788054aa6f01817103,cf48f1fd131f455db0928bdb40d2cf1e,shipped,2017-04-10 01:26:22,2017-04-10 01:43:22,2017-04-14 01:43:22,,2017-05-06 01:26:22
f399cea8403e4cb1b103eb88deeafcaf,ee555ac9d9354606beb3d283d9b1f36a,delivered,2017-02-21 02:25:09,2017-02-21 02:48:09,2017-02-22 02:48:09,2017-03-12 02:48:09,2017-03-03 02:25:09
fdc18600450c46f3b47506a2b072ced4,e794dde4431b4960983a524f94d0a0f2,processing,2017-11-08 23:54:54,2017-11-09 00:16:54,,,2017-11-29 23:54:54
4b46d78e22eb42ebbb3a9ce19c1494bb,9cdad68990e84712a02718ffb1d9e0c0,delivered,2017-12-19 04:11:53,2017-12-19 05:10:53,2017-12-23 05:10:53,2018-01-06 05:10:53,2018-01-01 04:11:53
76d907aad9884138a38ad89ce778d5df,82d5758fe9924ec88b09ca0ba3ae3cfe,delivered,2017-12-19 16:36:15,2017-12-19 17:52:15,2017-12-22 17:52:15,2018-01-10 17:52:15,2018-01-07 16:36:15
f4fffe57841f4add9132dcd6a0b2eb5e,ecf2ce7e1f24494695db10671c2993ba,invoiced,2018-04-08 06:52:05,2018-04-08 08:33:05,2018-04-09 08:33:05,,2018-04-27 06:52:05
da5aabe733f742749145cb50eba8fb06,3c3ce37205384e82a97652ec73214cc4,delivered,2018-05-11 01:19:16,2018-05-11 02:34:16,2018-05-14 02:34:16,2018-05-26 02:34:16,2018-06-13 01:19:16
e902395679264a49bfe47b09d1229fa7,151a96e465d448aeb9408a7f58e9a1eb,delivered,2017-05-25 09:51:48,2017-05-25 10:32:48,2017-05-27 10:32:48,2017-05-29 10:32:48,2017-06-04 09:51:48
4f1ba099e30a4e8fa2d74cc5c7167c24,5791e594adf24bbdab868caa33571143,delivered,2017-12-05 12:47:52,2017-12-05 14:02:52,2017-12-08 14:02:52,2017-12-18 14:02:52,2017-12-21 12:47:52
f0f9e1ea067247a280ae47e2d424cb56,8a9c4d879b914728861fec1b73d8236d,delivered,2018-04-14 14:52:36,2018-04-14 15:45:36,2018-04-17 15:45:36,2018-04-29 15:45:36,2018-04-21 14:52:36
b700ae7224584b25a33f1dea91af544f,bb057dd8c16745d19fb4afe3ed40eeed,delivered,2017-02-14 12:28:42,2017-02-14 13:08:42,2017-02-19 13:08:42,2017-03-09 13:08:42,2017-02-24 12:28:42
39a85eedc1bf4c0b924336a9772e1522,7cd891823df84092a28a0a950d92251c,delivered,2017-06-05 15:12:10,2017-06-05 16:43:10,2017-06-07 16:43:10,2017-06-10 16:43:10,2017-07-03 15:12:10
8ece4bce52584607bc26406322968c88,1c2067d0a48d460bb87d8a58b901386e,processing,2018-06-24 15:40:02,2018-06-24 17:18:02,,,2018-07-22 15:40:02
8b02936ea52541aaac2e769e9865ca47,87c9d75e7a25484f9c44584a1474c22e,delivered,2017-09-18 17:09:53,2017-09-18 18:37:53,2017-09-21 18:37:53,2017-10-05 18:37:53,2017-10-16 17:09:53
6a76394b7b184d05a06d50a6cad41c58,ce58df373da14a84b3e770715118cd9a,shipped,2017-02-02 18:31:07,2017-02-02 19:44:07,2017-02-04 19:44:07,,2017-02-23 18:31:07
85c8ebc01a4d449582880b4e0718e840,ad45754a48444258b4224c6d4d82aec0,canceled,2018-04-30 14:42:43,2018-04-30 15:19:43,2018-05-02 15:19:43,,2018-05-28 14:42:43
86eb971553964411ad7cabeaa101b7ab,a50b48be86e54a2cb797823e1fabfb4c,delivered,2017-06-09 11:22:27,2017-06-09 12:23:27,2017-06-11 12:23:27,2017-06-12 12:23:27,2017-07-09 11:22:27
5573a26bb63f4ca9beb59acb5a0a2286,46bdb490729b4633bcb51da5c32676f6,delivered,2017-01-24 07:34:06,2017-01-24 08:55:06,2017-01-25 08:55:06,2017-01-30 08:55:06,2017-02-18 07:34:06
988d24f84a7d4794a462babab25b48c4,999c730ecc6d4921bc3c6bd40fccccd3,delivered,2018-08-18 14:33:52,2018-08-18 15:29:52,2018-08-19 15:29:52,2018-08-20 15:29:52,2018-09-06 14:33:52
222597f225764258a8b309c71512aa18,78d9ba5af67546339eccd8a7653b27d2,delivered,2017-06-20 01:25:52,2017-06-20 02:08:52,2017-06-22 02:08:52,2017-07-03 02:08:52,2017-07-12 01:25:52
3c4e61f61b204ed2864ec96583189f9c,eabab6f66205440caa89d4d890c3801c,processing,2017-05-17 18:19:15,2017-05-17 20:16:15,,,2017-05-25 18:19:15
54fdbf5a181d43d69cc46f91264c12d4,68cbcf1b1d824174b43afc2140fb5dad,delivered,2017-10-22 07:37:55,2017-10-22 09:10:55,2017-10-23 09:10:55,2017-11-03 09:10:55,2017-11-11 07:37:55
438b0fad36a946f78cbe6be9253cf3ca,ecfca6b587c24283ab8a5fce720e9e06,approved,2017-10-15 02:36:04,2017-10-15 04:29:04,,,2017-11-24 02:36:04
da0b390e00dd4565acc62bf0459d5a4e,d967bc6ec42340fe8195899552c5769b,canceled,2018-07-07 04:55:19,2018-07-07 05:13:19,2018-07-08 05:13:19,,2018-07-22 04:55:19
ba4e5d02ff724b40afed903b871f1ecd,d96d78c70c42427082c676e702d77d33,approved,2018-02-18 15:32:21,2018-02-18 16:30:21,,,2018-03-24 15:32:21
f78e9457e7984254b85cc62ed62eee04,4c309462b51c4e108389e526512249b0,processing,2017-02-05 21:08:26,2017-02-05 22:55:26,,,2017-02-24 21:08:26
b4bbe7f04d874610a30d776f6e2e5720,7ccc59d3152e4800b7d03c9ba9a1bab0,processing,2017-04-26 09:29:17,2017-04-26 10:20:17,,,2017-05-20 09:29:17
d703ec8c69bc4b7f8aaa9ea84a569120,1bb47d6807f04bc2bf0ffe092ca0d1d7,canceled,2018-03-30 16:04:54,2018-03-30 17:16:54,2018-04-01 17:16:54,,2018-05-06 16:04:54
7c250f68e3824e45bb411c57eb269f70,389af08b98224be2967cd1b87d2217ed,delivered,2017-05-11 01:11:14,2017-05-11 02:26:14,2017-05-15 02:26:14,2017-06-01 02:26:14,2017-06-10 01:11:14
6820038b12134f1bbd25cff851b0bb7d,8c45cb5bce324e1ea29eb4e2d5373387,shipped,2017-05-20 00:46:27,2017-05-20 01:37:27,2017-05-23 01:37:27,,2017-06-26 00:46:27
c803ba4e714f414e9c152a56990f2a74,8abe86be5e5e404ba33fb675d12d75e7,delivered,2018-01-03 23:29:31,2018-01-04 00:13:31,2018-01-09 00:13:31,2018-01-22 00:13:31,2018-01-12 23:29:31
6b1676c85db7413cbdfe9b619c090b71,da1f03e69d9a4f388b07f2d7ecbc0cf5,delivered,2017-12-18 03:22:59,2017-12-18 05:22:59,2017-12-20 05:22:59,2018-01-02 05:22:59,2018-01-07 03:22:59
8beaf06dcf534d4eb836f75b5d0bb2f9,08a3735d83fa4a0c8b5229503bdc59df,delivered,2018-03-20 19:06:57,2018-03-20 19:36:57,2018-03-23 19:36:57,2018-04-01 19:36:57,2018-04-01 19:06:57
808cabd649d943aa8f6bae1d74f1cee4,f8f04f45fc3945e68f353eba2c863b55,delivered,2017-08-18 04:05:37,2017-08-18 05:11:37,2017-08-23 05:11:37,2017-09-04 05:11:37,2017-09-08 04:05:37
15e66b1117f74d7e9681f902f4e50a70,33b0e930bb094a87b202f40408a2ad4a,delivered,2018-02-02 21:15:26,2018-02-02 22:44:26,2018-02-05 22:44:26,2018-02-19 22:44:26,2018-03-09 21:15:26
cd0be43642b142e3930dcccb9323382a,41d4a64af0f94aaabf7329c994339e65,delivered,2017-10-13 10:55:08,2017-10-13 12:47:08,2017-10-17 12:47:08,2017-10-28 12:47:08,2017-11-06 10:55:08
e5de0806ce3f445bad86067c6f6d371b,8df91de7acc047088cb77d36c645d902,invoiced,2017-12-10 01:40:13,2017-12-10 02:19:13,2017-12-13 02:19:13,,2018-01-08 01:40:13
b9066cbd38324cbbad84390bb040b373,bc00519a66e94b10a74eb8ea900f444b,invoiced,2018-01-25 17:34:33,2018-01-25 18:49:33,2018-01-30 18:49:33,,2018-02-18 17:34:33
c2fc5402be65410fa57a81db623dfd55,120eca6df4214fe9a05199dbcebc2388,delivered,2017-04-03 02:38:18,2017-04-03 02:57:18,2017-04-06 02:57:18,2017-04-08 02:57:18,2017-04-22 02:38:18
4eb201e2906d4b478348ece3bce093d7,a363c4a186ba45e5abaed5c405b798fc,approved,2017-07-14 04:46:42,2017-07-14 05:34:42,,,2017-07-29 04:46:42
aa4658762f914a1c91faef128d7d961d,8eb7e0adde024ccb902fe10885f12a0c,canceled,2017-07-22 19:55:03,2017-07-22 20:06:03,2017-07-25 20:06:03,,2017-08-20 19:55:03
c3d73e6356f044da8337e7eee916394b,bb90941f0e6d4139935358927fa7106b,shipped,2017-11-12 03:53:10,2017-11-12 05:48:10,2017-11-17 05:48:10,,2017-12-19 03:53:10
0ac7f7d3c25245b186b0298ef33c8385,3434b1ea1966452ab905790a480ba332,delivered,2017-11-05 18:02:08,2017-11-05 18:41:08,2017-11-07 18:41:08,2017-11-14 18:41:08,2017-12-12 18:02:08
4499c87e5e7845e1b647ca63fd3d0187,f223b4c256cd461a89718df46c289704,canceled,2018-03-06 05:29:41,2018-03-06 07:15:41,2018-03-10 07:15:41,,2018-04-03 05:29:41
d1e98e70651347ca96f3c7a5ad47416a,64fa900427074c21808cc70efab10874,delivered,2017-05-26 21:42:48,2017-05-26 22:46:48,2017-05-30 22:46:48,2017-06-06 22:46:48,2017-06-30 21:42:48
4942b33af264498681de565dfcc0f21e,68c9fc70aa9743bdb9281508897388c2,delivered,2017-01-24 09:10:50,2017-01-24 10:07:50,2017-01-26 10:07:50,2017-02-14 10:07:50,2017-02-08 09:10:50
706328d654344686b1bd1e94c986ae8e,bac6554ffa884190b83bbe5bc981373a,delivered,2018-01-24 04:57:04,2018-01-24 06:50:04,2018-01-27 06:50:04,2018-02-07 06:50:04,2018-02-14 04:57:04
ab37d3f66ea14642bea7bbeba813ef4d,aed816202f834279978b0e740c8b9fd4,delivered,2018-08-16 12:23:51,2018-08-16 14:12:51,2018-08-21 14:12:51,2018-08-31 14:12:51,2018-09-12 12:23:51
02b74a8041ad427abcde5cdfc54dd78a,78e7d9e4d32544cdbc89b1ea5509a6ca,approved,2017-01-26 00:25:08,2017-01-26 00:52:08,,,2017-02-27 00:25:08
bdd6970c7e8b4c9abd5006519b0c9a89,0a557f273b314300bd198f4db05f6b31,delivered,2017-10-31 09:59:08,2017-10-31 10:17:08,2017-11-05 10:17:08,2017-11-18 10:17:08,2017-11-19 09:59:08
8ef5a57879394fbeaf90b147d333f05c,969f018f53d946adbf912fb6c5fa713e,delivered,2018-03-19 08:31:45,2018-03-19 09:38:45,2018-03-22 09:38:45,2018-03-25 09:38:45,2018-04-05 08:31:45
166f2a7a6e4c4f64a5c7c196f3ce271f,367578c1c24041d1aa7e215d3bcdf5ac,delivered,2017-05-18 23:22:36,2017-05-18 23:36:36,2017-05-23 23:36:36,2017-06-08 23:36:36,2017-05-26 23:22:36
96b3b55c82ef44649f92c39c57adcccd,147c9485cda7494fa747067d4ec602c3,shipped,2017-10-27 17:35:15,2017-10-27 18:21:15,2017-10-29 18:21:15,,2017-11-21 17:35:15
a1185763cb454b9480d2ca6d567c26cd,53a9ab511d3b48dcab2494122c98ba53,delivered,2017-12-20 03:32:43,2017-12-20 03:49:43,2017-12-23 03:49:43,2018-01-09 03:49:43,2017-12-27 03:32:43
8d6ab704bc9d43b2a259927804326e72,0809d2d1de2b48c8b88b0a5cc2142b06,delivered,2017-10-31 18:43:50,2017-10-31 19:13:50,2017-11-01 19:13:50,2017-11-06 19:13:50,2017-12-03 18:43:50
acced7bd8c3a4225825bfeb4f601e6f0,1daf11f4ff5544ca9afa0bfa47987df6,delivered,2017-10-30 03:21:11,2017-10-30 05:21:11,2017-11-01 05:21:11,2017-11-06 05:21:11,2017-11-19 03:21:11
9381880d4f1b403fa4453856709604f0,ea7e2e27246f4f149cdb084ed9de748e,delivered,2017-05-04 07:53:49,2017-05-04 09:20:49,2017-05-09 09:20:49,2017-05-19 09:20:49,2017-05-23 07:53:49
63b1051ea08148b784be67fc452f1a08,cad59eaefc3b4a5aa5bb3f473cea4f8d,delivered,2017-08-02 22:35:31,2017-08-02 23:10:31,2017-08-03 23:10:31,2017-08-08 23:10:31,2017-09-06 22:35:31
af83308c52044c9785c1da3b2453d965,2b5710e323fd4539a7ccdf4fd53427cf,invoiced,2018-04-15 19:11:42,2018-04-15 21:04:42,2018-04-17 21:04:42,,2018-05-13 19:11:42
ea26d3c22e7a4dbaa984c65cf57e90dd,b22ec819724240ab9134f6938be613cf,delivered,2017-12-24 10:50:05,2017-12-24 11:59:05,2017-12-29 11:59:05,2017-12-31 11:59:05,2018-01-05 10:50:05
f029b3f5a0f74242933e58094fed958d,41d4a64af0f94aaabf7329c994339e65,delivered,2017-09-27 08:28:55,2017-09-27 10:07:55,2017-09-30 10:07:55,2017-10-13 10:07:55,2017-10-15 08:28:55
78102a6740bb465e9400e612a3b4c310,6769511bb342424292d80071d801c464,invoiced,2018-04-25 19:26:35,2018-04-25 21:09:35,2018-04-29 21:09:35,,2018-05-26 19:26:35
0797a7a5d3bf4577ba46dfd5a7d5c630,057d369bb42447a7b5b5b5d07141b004,delivered,2018-06-27 13:23:40,2018-06-27 14:45:40,2018-06-28 14:45:40,2018-07-11 14:45:40,2018-07-06 13:23:40
153af5b66200472e874a9f15f0a9abc1,9ad048162dd64b0f974f1aa59cf5aea8,shipped,2017-08-01 15:33:34,2017-08-01 17:03:34,2017-08-06 17:03:34,,2017-08-12 15:33:34
84da9b0223b34f0e8752a5811d3b45d8,51530d91c26644999a69ee4247a98294,delivered,2018-01-19 07:16:30,2018-01-19 08:18:30,2018-01-24 08:18:30,2018-01-28 08:18:30,2018-02-18 07:16:30
64caf629b53e45c6b4e64ca865a25e08,978255d28bdc4c56bebec54195667f06,delivered,2018-01-27 18:36:04,2018-01-27 20:24:04,2018-01-30 20:24:04,2018-02-13 20:24:04,2018-03-03 18:36:04
667a257cbccb46cd9e167a4c09982fb7,5902d67602474b7b9b19fe83dca94725,shipped,2018-01-29 01:43:38,2018-01-29 01:58:38,2018-02-02 01:58:38,,2018-02-09 01:43:38
b67a2542f35f422a932884e4d36074f4,931e58d7f3c34a8d8ed9e52b02fffbe5,delivered,2017-10-24 01:15:17,2017-10-24 02:08:17,2017-10-28 02:08:17,2017-11-04 02:08:17,2017-11-25 01:15:17
3d3efc8357be483090b98064e5c21501,2895755d172345ecaad0ea2f1255ec0b,delivered,2017-03-31 01:50:26,2017-03-31 03:30:26,2017-04-02 03:30:26,2017-04-13 03:30:26,2017-05-06 01:50:26
8084d0bfa3ce4c61a951928375aef1c2,fcfbf0ff8a844c858924843eefc41d7c,delivered,2017-03-06 02:49:04,2017-03-06 04:09:04,2017-03-08 04:09:04,2017-03-23 04:09:04,2017-03-21 02:49:04
4079bd0733a643659ac891b52d73621f,8a1ec85e5a3f4a47bb882d52cb9f3332,delivered,2017-05-06 08:05:24,2017-05-06 08:36:24,2017-05-07 08:36:24,2017-05-27 08:36:24,2017-05-19 08:05:24
ecd0d563c1fc43fb8c5b79159cc412a2,da3f053f0ef9441ba7ed2b3e6af6118e,shipped,2018-02-20 06:40:11,2018-02-20 08:24:11,2018-02-24 08:24:11,,2018-03-03 06:40:11
cf261747f7584bee9549c1d394096488,2b4408efce594b9d8f493f0e81b41a1c,delivered,2018-06-11 03:20:13,2018-06-11 04:04:13,2018-06-13 04:04:13,2018-06-28 04:04:13,2018-07-10 03:20:13
31ce81a97edf4b56b2607a9929f2e140,eb381ed9816641ecb1e1b5137979822d,processing,2018-06-09 07:44:04,2018-06-09 09:02:04,,,2018-06-19 07:44:04
01156fd792894645b8cdfccf4826bdbf,7434a093737e46e49bd305ef4ea51992,delivered,2018-05-13 21:19:59,2018-05-13 22:53:59,2018-05-14 22:53:59,2018-05-27 22:53:59,2018-06-08 21:19:59
1c68e240283c4b71b59c8ba1b5fbc178,50aa322a81634ccca269974d49154c9c,delivered,2017-01-04 14:58:32,2017-01-04 15:14:32,2017-01-08 15:14:32,2017-01-15 15:14:32,2017-01-26 14:58:32
c9f805bc2ed6482ba3e3db7030406ef3,8a7e3128007d414eb37d960d11db75e1,approved,2017-06-05 08:00:12,2017-06-05 08:21:12,,,2017-06-13 08:00:12
8191941a4b2a41d194338805b86a9acb,728797988d684bdda91fdbc5476c9dc5,canceled,2017-05-30 05:58:10,2017-05-30 07:35:10,2017-05-31 07:35:10,,2017-06-12 05:58:10
8432380439e744878ddf454f02e4fe46,09a540296f6a492e910c484ee7c910eb,delivered,2018-07-17 08:33:09,2018-07-17 09:04:09,2018-07-18 09:04:09,2018-08-01 09:04:09,2018-08-25 08:33:09
e7aa5a2ab890480b95620360a1b5958a,e1063e9b2d264a1cab2992c575beca71,invoiced,2017-09-08 15:10:59,2017-09-08 16:31:59,2017-09-10 16:31:59,,2017-09-28 15:10:59
1b5fa7a01a874792827d96048a36f181,30b9157274e645248cc78bdd5095949b,delivered,2017-11-29 08:16:00,2017-11-29 08:41:00,2017-12-01 08:41:00,2017-12-08 08:41:00,2017-12-12 08:16:00
4d947d64c0f54de1a3ceaff86e4064f5,c12584cf9a9f4c71aaf58ed41eb55778,delivered,2017-01-12 15:31:08,2017-01-12 16:32:08,2017-01-15 16:32:08,2017-01-16 16:32:08,2017-02-12 15:31:08
023633a848074b18b2080b14ebc93c4c,b50366a3d34c45eab69f6c8fc3d3e674,delivered,2017-02-21 06:37:57,2017-02-21 08:11:57,2017-02-24 08:11:57,2017-03-16 08:11:57,2017-03-23 06:37:57
bb08a695f0a34fc880eb763628c8c17c,1703f0752e91424ab40b01b0e590dd55,shipped,2017-11-16 07:24:01,2017-11-16 08:12:01,2017-11-21 08:12:01,,2017-11-29 07:24:01
1bfe0e643c5446dfa40bdc4d57cf7aa5,bde6fddeba1c4b71850a93b48865d772,approved,2017-05-14 04:13:46,2017-05-14 04:55:46,,,2017-06-10 04:13:46
6043e2d77db640a593722527638dc90c,17b46f37bcbe458282ae886055b1ee5f,shipped,2018-06-11 12:58:53,2018-06-11 14:46:53,2018-06-13 14:46:53,,2018-06-29 12:58:53
6f494b96c1464a3490fbefd4f98ee498,38f0fc6287aa4b2fa376c71179dab8e1,shipped,2018-06-02 14:02:53,2018-06-02 15:13:53,2018-06-03 15:13:53,,2018-06-10 14:02:53
02fe16e7bd4140d5b40369348fd4c75a,7cde1406e23f47f38679ee4289bcc47d,delivered,2017-12-15 16:19:05,2017-12-15 17:17:05,2017-12-20 17:17:05,2017-12-28 17:17:05,2018-01-23 16:19:05
0006d2f105e14a81b41a0bd8488b7017,5db2b62cfa554e7c85008993b4404e2b,delivered,2017-06-30 16:05:18,2017-06-30 16:17:18,2017-07-05 16:17:18,2017-07-09 16:17:18,2017-07-26 16:05:18
96b3842b93b248a2a88ee3bdb722ed2a,8b4a9d8c631241f18024adce5bc2facf,delivered,2018-08-12 04:05:01,2018-08-12 04:46:01,2018-08-17 04:46:01,2018-08-20 04:46:01,2018-08-22 04:05:01
81fa2436051d4433bccf2830eac797da,91877a7983a648949c09b8e81a2f1a2e,shipped,2017-08-19 09:17:57,2017-08-19 09:52:57,2017-08-21 09:52:57,,2017-09-08 09:17:57
e767fbeb7c844680a2eff4e8e30bc273,7d0851d6e4f74a95b7210aef6203baf7,delivered,2018-07-18 08:43:44,2018-07-18 10:09:44,2018-07-22 10:09:44,2018-08-02 10:09:44,2018-08-02 08:43:44
1deb146062b84a198857dad71a988103,69ceff2e91fd48e4b92e6a64687940f6,delivered,2018-02-09 13:46:25,2018-02-09 15:37:25,2018-02-13 15:37:25,2018-02-23 15:37:25,2018-02-17 13:46:25
b36550705d4040eca723731959cae6f8,4a101d7ea12b468da11622604408154a,invoiced,2017-09-24 04:55:14,2017-09-24 05:36:14,2017-09-26 05:36:14,,2017-10-04 04:55:14
75ae4135b2a44113949a26162e085087,6769511bb342424292d80071d801c464,delivered,2018-06-18 21:07:46,2018-06-18 22:46:46,2018-06-20 22:46:46,2018-07-10 22:46:46,2018-07-19 21:07:46
919f0306e645488f872efca4b6b4bcbb,d4f77bdbba1d4a18898f7d0f038a442a,delivered,2017-12-10 14:12:16,2017-12-10 15:42:16,2017-12-11 15:42:16,2017-12-14 15:42:16,2018-01-17 14:12:16
4390a27a7fbb49deb0da20ffc8e11e24,6955298c0fda4f30bfa704effc8887e1,delivered,2017-02-10 11:20:32,2017-02-10 12:51:32,2017-02-12 12:51:32,2017-02-19 12:51:32,2017-02-25 11:20:32
e549f6ce9597495e99819e73c1fc74e2,4e1759f7647e4d7ebd6d2642a1c71452,delivered,2018-03-03 07:15:05,2018-03-03 09:11:05,2018-03-05 09:11:05,2018-03-13 09:11:05,2018-04-11 07:15:05
c332fc1a9c35442ca6967728d80f4ed8,1c55efba807d4c00bae4c98b5db6be2b,delivered,2017-08-30 22:05:26,2017-08-30 22:36:26,2017-09-01 22:36:26,2017-09-09 22:36:26,2017-10-03 22:05:26
